model,uniprot,target_seen,tier,hit,tot,ef_tier
bindclip_randneg,Q6SZW1,0,近 0.5–0.7,2,3,66.6667
bindclip_randneg,Q6SZW1,0,全新 <0.35,21,156,13.4615
bindclip_randneg,Q6SZW1,0,远 0.35–0.5,29,84,34.5238
bindclip_randneg,Q7Z3E1,0,全新 <0.35,51,401,12.7182
bindclip_randneg,Q7Z3E1,0,远 0.35–0.5,27,84,32.1429
bindclip_randneg,Q7Z3E1,0,近 0.5–0.7,58,88,65.9091
bindclip_randneg,Q86SK9,0,远 0.35–0.5,0,25,0.0000
bindclip_randneg,Q86SK9,0,全新 <0.35,2,29,6.8966
bindclip_randneg,Q86UE8,0,远 0.35–0.5,0,29,0.0000
bindclip_randneg,Q86UE8,0,近 0.5–0.7,0,32,0.0000
bindclip_randneg,Q86UE8,0,全新 <0.35,0,3,0.0000
bindclip_randneg,Q86UE8,0,极近 ≥0.7,0,4,0.0000
bindclip_randneg,Q8N1C3,0,全新 <0.35,1,199,0.5025
bindclip_randneg,Q8WYB5,0,全新 <0.35,24,177,13.5593
bindclip_randneg,Q8WYB5,0,远 0.35–0.5,1,15,6.6667
bindclip_randneg,Q92551,0,全新 <0.35,19,145,13.1034
bindclip_randneg,Q92551,0,远 0.35–0.5,17,46,36.9565
bindclip_randneg,Q96DB2,0,近 0.5–0.7,1,9,11.1111
bindclip_randneg,Q96DB2,0,远 0.35–0.5,4,44,9.0909
bindclip_randneg,Q96DB2,0,极近 ≥0.7,1,4,25.0000
bindclip_randneg,Q96DB2,0,全新 <0.35,3,14,21.4286
bindclip_randneg,Q96GX5,1,全新 <0.35,5,252,1.9841
bindclip_randneg,Q96GX5,1,远 0.35–0.5,1,6,16.6667
bindclip_randneg,Q9H0K1,0,远 0.35–0.5,1,22,4.5455
bindclip_randneg,Q9H0K1,0,全新 <0.35,4,51,7.8431
bindclip_randneg,Q9H0K1,0,近 0.5–0.7,4,29,13.7931
bindclip_randneg,Q9H0K1,0,极近 ≥0.7,0,7,0.0000
bindclip_randneg,Q9HCE5,1,全新 <0.35,0,187,0.0000
bindclip_randneg,Q9HCE5,1,远 0.35–0.5,0,5,0.0000
bindclip_randneg,Q9NPH5,0,全新 <0.35,0,90,0.0000
bindclip_randneg,Q9NPH5,0,远 0.35–0.5,0,6,0.0000
bindclip_randneg,Q9NR19,0,全新 <0.35,0,95,0.0000
bindclip_randneg,Q9NR19,0,远 0.35–0.5,0,47,0.0000
bindclip_randneg,Q9ULV8,0,全新 <0.35,0,551,0.0000
bindclip_randneg,Q9ULV8,0,远 0.35–0.5,0,18,0.0000
bindclip_randneg,Q9Y2I7,0,全新 <0.35,0,282,0.0000
bindclip_randneg,Q9Y2I7,0,远 0.35–0.5,0,102,0.0000
bindclip_randneg,Q9Y2I7,0,近 0.5–0.7,0,8,0.0000
bindclip_hardneg,O15379,0,近 0.5–0.7,0,19,0.0000
bindclip_hardneg,O15379,0,远 0.35–0.5,0,64,0.0000
bindclip_hardneg,O15379,0,全新 <0.35,0,46,0.0000
bindclip_hardneg,O15379,0,极近 ≥0.7,0,12,0.0000
bindclip_hardneg,O43353,1,远 0.35–0.5,2,204,0.9804
bindclip_hardneg,O43353,1,全新 <0.35,0,16,0.0000
bindclip_hardneg,O43353,1,近 0.5–0.7,0,16,0.0000
bindclip_hardneg,O43353,1,极近 ≥0.7,2,10,20.0000
bindclip_hardneg,O60341,1,远 0.35–0.5,0,39,0.0000
bindclip_hardneg,O60341,1,全新 <0.35,2,63,3.1746
bindclip_hardneg,O60674,1,全新 <0.35,0,137,0.0000
bindclip_hardneg,O60674,1,近 0.5–0.7,0,34,0.0000
bindclip_hardneg,O60674,1,远 0.35–0.5,0,35,0.0000
bindclip_hardneg,O60674,1,极近 ≥0.7,1,22,4.5455
bindclip_hardneg,O60885,1,近 0.5–0.7,7,15,46.6667
bindclip_hardneg,O60885,1,极近 ≥0.7,4,24,16.6667
bindclip_hardneg,O60885,1,全新 <0.35,0,11,0.0000
bindclip_hardneg,O60885,1,远 0.35–0.5,3,8,37.5000
bindclip_hardneg,O75469,1,全新 <0.35,1,78,1.2821
bindclip_hardneg,P00734,1,近 0.5–0.7,11,28,39.2857
bindclip_hardneg,P00734,1,远 0.35–0.5,25,107,23.3645
bindclip_hardneg,P00734,1,全新 <0.35,2,13,15.3846
bindclip_hardneg,P01116,1,全新 <0.35,1,47,2.1277
bindclip_hardneg,P01116,1,远 0.35–0.5,1,4,25.0000
bindclip_hardneg,P06239,1,全新 <0.35,0,15,0.0000
bindclip_hardneg,P06239,1,近 0.5–0.7,0,31,0.0000
bindclip_hardneg,P06239,1,极近 ≥0.7,1,10,10.0000
bindclip_hardneg,P06239,1,远 0.35–0.5,0,12,0.0000
bindclip_hardneg,P08581,1,近 0.5–0.7,2,22,9.0909
bindclip_hardneg,P08581,1,远 0.35–0.5,8,23,34.7826
bindclip_hardneg,P08581,1,全新 <0.35,1,4,25.0000
bindclip_hardneg,P08581,1,极近 ≥0.7,2,17,11.7647
bindclip_hardneg,P11362,1,远 0.35–0.5,1,19,5.2632
bindclip_hardneg,P11362,1,全新 <0.35,1,22,4.5455
bindclip_hardneg,P11362,1,极近 ≥0.7,1,10,10.0000
bindclip_hardneg,P11362,1,近 0.5–0.7,2,5,40.0000
bindclip_hardneg,P12931,1,近 0.5–0.7,16,40,40.0000
bindclip_hardneg,P12931,1,远 0.35–0.5,8,36,22.2222
bindclip_hardneg,P12931,1,极近 ≥0.7,4,14,28.5714
bindclip_hardneg,P15056,1,远 0.35–0.5,18,26,69.2308
bindclip_hardneg,P15056,1,极近 ≥0.7,3,14,21.4286
bindclip_hardneg,P15056,1,全新 <0.35,0,5,0.0000
bindclip_hardneg,P15056,1,近 0.5–0.7,7,13,53.8462
bindclip_hardneg,P18031,1,全新 <0.35,43,100,43.0000
bindclip_hardneg,P18031,1,远 0.35–0.5,2,8,25.0000
bindclip_hardneg,P18031,1,近 0.5–0.7,0,5,0.0000
bindclip_hardneg,P18031,1,极近 ≥0.7,1,3,33.3333
bindclip_hardneg,P21554,0,全新 <0.35,10,80,12.5000
bindclip_hardneg,P21554,0,远 0.35–0.5,6,16,37.5000
bindclip_hardneg,P22413,0,全新 <0.35,26,122,21.3115
bindclip_hardneg,P22413,0,远 0.35–0.5,6,60,10.0000
bindclip_hardneg,P22413,0,近 0.5–0.7,1,5,20.0000
bindclip_hardneg,P22455,1,全新 <0.35,0,31,0.0000
bindclip_hardneg,P22455,1,远 0.35–0.5,0,12,0.0000
bindclip_hardneg,P22455,1,极近 ≥0.7,2,8,25.0000
bindclip_hardneg,P22455,1,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,P27338,1,远 0.35–0.5,0,95,0.0000
bindclip_hardneg,P27338,1,全新 <0.35,1,29,3.4483
bindclip_hardneg,P27338,1,近 0.5–0.7,0,31,0.0000
bindclip_hardneg,P28335,1,全新 <0.35,0,68,0.0000
bindclip_hardneg,P28335,1,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,P28335,1,远 0.35–0.5,0,7,0.0000
bindclip_hardneg,P30530,1,近 0.5–0.7,1,11,9.0909
bindclip_hardneg,P30530,1,远 0.35–0.5,0,11,0.0000
bindclip_hardneg,P30530,1,全新 <0.35,0,20,0.0000
bindclip_hardneg,P30530,1,极近 ≥0.7,2,8,25.0000
bindclip_hardneg,P31153,1,全新 <0.35,1,58,1.7241
bindclip_hardneg,P31153,1,远 0.35–0.5,0,5,0.0000
bindclip_hardneg,P34913,1,远 0.35–0.5,9,27,33.3333
bindclip_hardneg,P34913,1,近 0.5–0.7,47,79,59.4937
bindclip_hardneg,P34913,1,极近 ≥0.7,8,9,88.8889
bindclip_hardneg,P34913,1,全新 <0.35,0,9,0.0000
bindclip_hardneg,P34914,1,极近 ≥0.7,5,7,71.4286
bindclip_hardneg,P34914,1,全新 <0.35,0,21,0.0000
bindclip_hardneg,P34914,1,远 0.35–0.5,4,25,16.0000
bindclip_hardneg,P34914,1,近 0.5–0.7,20,46,43.4783
bindclip_hardneg,P35968,1,近 0.5–0.7,15,53,28.3019
bindclip_hardneg,P35968,1,极近 ≥0.7,5,26,19.2308
bindclip_hardneg,P35968,1,远 0.35–0.5,9,38,23.6842
bindclip_hardneg,P35968,1,全新 <0.35,1,19,5.2632
bindclip_hardneg,P36888,0,极近 ≥0.7,1,18,5.5556
bindclip_hardneg,P36888,0,远 0.35–0.5,3,27,11.1111
bindclip_hardneg,P36888,0,全新 <0.35,0,30,0.0000
bindclip_hardneg,P36888,0,近 0.5–0.7,0,9,0.0000
bindclip_hardneg,P41182,1,全新 <0.35,1,15,6.6667
bindclip_hardneg,P41182,1,近 0.5–0.7,4,5,80.0000
bindclip_hardneg,P41182,1,远 0.35–0.5,17,42,40.4762
bindclip_hardneg,P47989,0,全新 <0.35,0,38,0.0000
bindclip_hardneg,P47989,0,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,P47989,0,远 0.35–0.5,0,11,0.0000
bindclip_hardneg,P49327,1,全新 <0.35,1,620,0.1613
bindclip_hardneg,P49327,1,远 0.35–0.5,0,45,0.0000
bindclip_hardneg,P50406,0,远 0.35–0.5,0,7,0.0000
bindclip_hardneg,P50406,0,近 0.5–0.7,2,8,25.0000
bindclip_hardneg,P50406,0,全新 <0.35,1,51,1.9608
bindclip_hardneg,P52333,1,近 0.5–0.7,33,57,57.8947
bindclip_hardneg,P52333,1,全新 <0.35,2,110,1.8182
bindclip_hardneg,P52333,1,极近 ≥0.7,17,31,54.8387
bindclip_hardneg,P52333,1,远 0.35–0.5,30,58,51.7241
bindclip_hardneg,P53634,1,全新 <0.35,19,54,35.1852
bindclip_hardneg,P53634,1,远 0.35–0.5,0,3,0.0000
bindclip_hardneg,P56817,1,远 0.35–0.5,67,122,54.9180
bindclip_hardneg,P56817,1,近 0.5–0.7,3,6,50.0000
bindclip_hardneg,P56817,1,全新 <0.35,63,132,47.7273
bindclip_hardneg,Q05397,1,远 0.35–0.5,3,29,10.3448
bindclip_hardneg,Q05397,1,近 0.5–0.7,17,33,51.5152
bindclip_hardneg,Q05397,1,全新 <0.35,1,7,14.2857
bindclip_hardneg,Q05397,1,极近 ≥0.7,14,21,66.6667
bindclip_hardneg,Q13188,1,近 0.5–0.7,0,21,0.0000
bindclip_hardneg,Q13188,1,远 0.35–0.5,0,19,0.0000
bindclip_hardneg,Q13188,1,极近 ≥0.7,2,8,25.0000
bindclip_hardneg,Q13547,0,近 0.5–0.7,13,58,22.4138
bindclip_hardneg,Q13547,0,远 0.35–0.5,55,197,27.9188
bindclip_hardneg,Q13547,0,全新 <0.35,34,93,36.5591
bindclip_hardneg,Q13547,0,极近 ≥0.7,3,13,23.0769
bindclip_hardneg,Q13627,1,极近 ≥0.7,3,42,7.1429
bindclip_hardneg,Q13627,1,远 0.35–0.5,12,31,38.7097
bindclip_hardneg,Q13627,1,近 0.5–0.7,1,26,3.8462
bindclip_hardneg,Q13627,1,全新 <0.35,4,12,33.3333
bindclip_hardneg,Q16678,0,远 0.35–0.5,18,76,23.6842
bindclip_hardneg,Q16678,0,近 0.5–0.7,7,11,63.6364
bindclip_hardneg,Q16678,0,全新 <0.35,2,20,10.0000
bindclip_hardneg,Q92769,1,远 0.35–0.5,26,56,46.4286
bindclip_hardneg,Q92769,1,近 0.5–0.7,9,21,42.8571
bindclip_hardneg,Q92769,1,极近 ≥0.7,4,12,33.3333
bindclip_hardneg,Q92769,1,全新 <0.35,14,38,36.8421
bindclip_hardneg,Q92918,1,极近 ≥0.7,0,4,0.0000
bindclip_hardneg,Q92918,1,近 0.5–0.7,6,10,60.0000
bindclip_hardneg,Q92918,1,远 0.35–0.5,4,16,25.0000
bindclip_hardneg,Q92918,1,全新 <0.35,19,131,14.5038
bindclip_hardneg,Q9BY41,1,极近 ≥0.7,5,8,62.5000
bindclip_hardneg,Q9BY41,1,全新 <0.35,12,32,37.5000
bindclip_hardneg,Q9BY41,1,远 0.35–0.5,29,51,56.8627
bindclip_hardneg,Q9BY41,1,近 0.5–0.7,6,13,46.1538
bindclip_hardneg,Q9NWZ3,1,全新 <0.35,15,69,21.7391
bindclip_hardneg,Q9NWZ3,1,远 0.35–0.5,4,14,28.5714
bindclip_hardneg,Q9NWZ3,1,极近 ≥0.7,2,6,33.3333
bindclip_hardneg,Q9NZQ7,1,远 0.35–0.5,21,40,52.5000
bindclip_hardneg,Q9NZQ7,1,全新 <0.35,2,42,4.7619
bindclip_hardneg,Q9NZQ7,1,近 0.5–0.7,1,3,33.3333
bindclip_hardneg,Q9UBN7,1,全新 <0.35,0,185,0.0000
bindclip_hardneg,Q9UBN7,1,远 0.35–0.5,2,180,1.1111
bindclip_hardneg,Q9UBN7,1,极近 ≥0.7,0,12,0.0000
bindclip_hardneg,Q9UBN7,1,近 0.5–0.7,0,49,0.0000
bindclip_hardneg,Q9Y5Z0,1,远 0.35–0.5,41,101,40.5941
bindclip_hardneg,Q9Y5Z0,1,近 0.5–0.7,1,6,16.6667
bindclip_hardneg,Q9Y5Z0,1,全新 <0.35,68,120,56.6667
bindclip_hardneg,O14684,1,全新 <0.35,3,35,8.5714
bindclip_hardneg,O14684,1,远 0.35–0.5,34,86,39.5349
bindclip_hardneg,O14684,1,近 0.5–0.7,3,4,75.0000
bindclip_hardneg,O14744,1,全新 <0.35,62,753,8.2337
bindclip_hardneg,O14744,1,远 0.35–0.5,10,58,17.2414
bindclip_hardneg,O14744,1,近 0.5–0.7,0,3,0.0000
bindclip_hardneg,O14757,1,远 0.35–0.5,21,49,42.8571
bindclip_hardneg,O14757,1,全新 <0.35,56,137,40.8759
bindclip_hardneg,O14757,1,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,O15379,0,近 0.5–0.7,0,10,0.0000
bindclip_hardneg,O15379,0,远 0.35–0.5,2,87,2.2989
bindclip_hardneg,O15379,0,全新 <0.35,2,315,0.6349
bindclip_hardneg,O43570,1,远 0.35–0.5,37,141,26.2411
bindclip_hardneg,O43570,1,全新 <0.35,3,82,3.6585
bindclip_hardneg,O43570,1,近 0.5–0.7,6,16,37.5000
bindclip_hardneg,O43613,1,全新 <0.35,0,70,0.0000
bindclip_hardneg,O43613,1,远 0.35–0.5,7,23,30.4348
bindclip_hardneg,O43613,1,近 0.5–0.7,6,6,100.0000
bindclip_hardneg,O43614,1,全新 <0.35,4,117,3.4188
bindclip_hardneg,O43614,1,远 0.35–0.5,8,22,36.3636
bindclip_hardneg,O43614,1,近 0.5–0.7,6,6,100.0000
bindclip_hardneg,O60341,1,全新 <0.35,40,760,5.2632
bindclip_hardneg,O60341,1,远 0.35–0.5,0,44,0.0000
bindclip_hardneg,O60341,1,近 0.5–0.7,3,3,100.0000
bindclip_hardneg,O60502,1,全新 <0.35,0,294,0.0000
bindclip_hardneg,O60502,1,远 0.35–0.5,2,6,33.3333
bindclip_hardneg,O60885,1,全新 <0.35,173,339,51.0324
bindclip_hardneg,O60885,1,远 0.35–0.5,86,189,45.5026
bindclip_hardneg,O60885,1,近 0.5–0.7,2,29,6.8966
bindclip_hardneg,O60885,1,极近 ≥0.7,0,19,0.0000
bindclip_hardneg,O75116,1,全新 <0.35,38,235,16.1702
bindclip_hardneg,O75116,1,远 0.35–0.5,30,62,48.3871
bindclip_hardneg,O75116,1,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,O75173,1,近 0.5–0.7,5,5,100.0000
bindclip_hardneg,O75173,1,全新 <0.35,13,71,18.3099
bindclip_hardneg,O75173,1,远 0.35–0.5,7,7,100.0000
bindclip_hardneg,O75385,1,远 0.35–0.5,3,26,11.5385
bindclip_hardneg,O75385,1,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,O75385,1,全新 <0.35,27,378,7.1429
bindclip_hardneg,O95497,0,远 0.35–0.5,0,9,0.0000
bindclip_hardneg,O95497,0,全新 <0.35,0,109,0.0000
bindclip_hardneg,O95819,1,全新 <0.35,1,57,1.7544
bindclip_hardneg,O95819,1,远 0.35–0.5,0,7,0.0000
bindclip_hardneg,O96017,1,全新 <0.35,5,17,29.4118
bindclip_hardneg,O96017,1,远 0.35–0.5,18,44,40.9091
bindclip_hardneg,O96017,1,近 0.5–0.7,1,4,25.0000
bindclip_hardneg,O96028,0,全新 <0.35,2,63,3.1746
bindclip_hardneg,O96028,0,远 0.35–0.5,1,14,7.1429
bindclip_hardneg,P00519,1,远 0.35–0.5,3,138,2.1739
bindclip_hardneg,P00519,1,全新 <0.35,1,133,0.7519
bindclip_hardneg,P00519,1,近 0.5–0.7,3,21,14.2857
bindclip_hardneg,P00533,1,近 0.5–0.7,14,72,19.4444
bindclip_hardneg,P00533,1,远 0.35–0.5,69,360,19.1667
bindclip_hardneg,P00533,1,全新 <0.35,409,1615,25.3251
bindclip_hardneg,P00734,1,远 0.35–0.5,21,52,40.3846
bindclip_hardneg,P00734,1,全新 <0.35,0,6,0.0000
bindclip_hardneg,P00734,1,近 0.5–0.7,14,14,100.0000
bindclip_hardneg,P00742,1,远 0.35–0.5,10,48,20.8333
bindclip_hardneg,P00742,1,近 0.5–0.7,8,15,53.3333
bindclip_hardneg,P00742,1,全新 <0.35,3,3,100.0000
bindclip_hardneg,P00746,1,全新 <0.35,52,348,14.9425
bindclip_hardneg,P00746,1,远 0.35–0.5,3,16,18.7500
bindclip_hardneg,P03372,1,全新 <0.35,34,197,17.2589
bindclip_hardneg,P03372,1,远 0.35–0.5,0,21,0.0000
bindclip_hardneg,P03951,1,全新 <0.35,36,80,45.0000
bindclip_hardneg,P03951,1,远 0.35–0.5,14,20,70.0000
bindclip_hardneg,P03952,1,远 0.35–0.5,0,38,0.0000
bindclip_hardneg,P03952,1,全新 <0.35,1,92,1.0870
bindclip_hardneg,P04150,1,全新 <0.35,72,279,25.8065
bindclip_hardneg,P04150,1,远 0.35–0.5,0,3,0.0000
bindclip_hardneg,P04150,1,近 0.5–0.7,4,4,100.0000
bindclip_hardneg,P04293,0,全新 <0.35,0,346,0.0000
bindclip_hardneg,P04293,0,远 0.35–0.5,0,9,0.0000
bindclip_hardneg,P04626,1,全新 <0.35,286,932,30.6867
bindclip_hardneg,P04626,1,远 0.35–0.5,24,54,44.4444
bindclip_hardneg,P04626,1,近 0.5–0.7,7,18,38.8889
bindclip_hardneg,P06239,1,全新 <0.35,1,536,0.1866
bindclip_hardneg,P06239,1,近 0.5–0.7,0,82,0.0000
bindclip_hardneg,P06239,1,远 0.35–0.5,0,90,0.0000
bindclip_hardneg,P06239,1,极近 ≥0.7,0,7,0.0000
bindclip_hardneg,P06241,1,全新 <0.35,0,25,0.0000
bindclip_hardneg,P06241,1,远 0.35–0.5,0,28,0.0000
bindclip_hardneg,P06276,1,全新 <0.35,2,34,5.8824
bindclip_hardneg,P06276,1,远 0.35–0.5,21,65,32.3077
bindclip_hardneg,P06276,1,近 0.5–0.7,16,40,40.0000
bindclip_hardneg,P07333,1,近 0.5–0.7,9,17,52.9412
bindclip_hardneg,P07333,1,远 0.35–0.5,25,228,10.9649
bindclip_hardneg,P07333,1,全新 <0.35,70,527,13.2827
bindclip_hardneg,P07711,1,远 0.35–0.5,9,72,12.5000
bindclip_hardneg,P07711,1,近 0.5–0.7,1,20,5.0000
bindclip_hardneg,P07711,1,全新 <0.35,8,21,38.0952
bindclip_hardneg,P07949,1,近 0.5–0.7,0,9,0.0000
bindclip_hardneg,P07949,1,全新 <0.35,3,238,1.2605
bindclip_hardneg,P07949,1,远 0.35–0.5,0,16,0.0000
bindclip_hardneg,P08069,1,远 0.35–0.5,1,268,0.3731
bindclip_hardneg,P08069,1,全新 <0.35,0,29,0.0000
bindclip_hardneg,P08069,1,近 0.5–0.7,0,56,0.0000
bindclip_hardneg,P08069,1,极近 ≥0.7,0,6,0.0000
bindclip_hardneg,P08173,0,全新 <0.35,3,72,4.1667
bindclip_hardneg,P08173,0,远 0.35–0.5,2,6,33.3333
bindclip_hardneg,P08581,1,远 0.35–0.5,174,631,27.5753
bindclip_hardneg,P08581,1,近 0.5–0.7,23,83,27.7108
bindclip_hardneg,P08581,1,全新 <0.35,40,117,34.1880
bindclip_hardneg,P08908,0,全新 <0.35,1,203,0.4926
bindclip_hardneg,P08908,0,远 0.35–0.5,0,4,0.0000
bindclip_hardneg,P08922,1,全新 <0.35,6,33,18.1818
bindclip_hardneg,P08922,1,远 0.35–0.5,3,12,25.0000
bindclip_hardneg,P08922,1,近 0.5–0.7,4,6,66.6667
bindclip_hardneg,P0DMS8,0,全新 <0.35,13,42,30.9524
bindclip_hardneg,P0DMS8,0,远 0.35–0.5,0,8,0.0000
bindclip_hardneg,P10398,0,全新 <0.35,0,8,0.0000
bindclip_hardneg,P10398,0,远 0.35–0.5,0,91,0.0000
bindclip_hardneg,P10398,0,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,P11309,1,全新 <0.35,0,30,0.0000
bindclip_hardneg,P11309,1,远 0.35–0.5,2,19,10.5263
bindclip_hardneg,P11309,1,近 0.5–0.7,9,15,60.0000
bindclip_hardneg,P11362,1,全新 <0.35,22,458,4.8035
bindclip_hardneg,P11362,1,远 0.35–0.5,6,39,15.3846
bindclip_hardneg,P11362,1,近 0.5–0.7,1,4,25.0000
bindclip_hardneg,P11474,1,全新 <0.35,0,196,0.0000
bindclip_hardneg,P11474,1,远 0.35–0.5,0,3,0.0000
bindclip_hardneg,P11802,0,全新 <0.35,272,1227,22.1679
bindclip_hardneg,P11802,0,远 0.35–0.5,27,118,22.8814
bindclip_hardneg,P11802,0,近 0.5–0.7,0,50,0.0000
bindclip_hardneg,P11802,0,极近 ≥0.7,0,7,0.0000
bindclip_hardneg,P14756,1,全新 <0.35,22,58,37.9310
bindclip_hardneg,P14756,1,远 0.35–0.5,6,13,46.1538
bindclip_hardneg,P15428,0,远 0.35–0.5,1,55,1.8182
bindclip_hardneg,P15428,0,全新 <0.35,4,306,1.3072
bindclip_hardneg,P18825,0,全新 <0.35,0,117,0.0000
bindclip_hardneg,P18825,0,远 0.35–0.5,0,8,0.0000
bindclip_hardneg,P20618,0,全新 <0.35,0,46,0.0000
bindclip_hardneg,P20618,0,远 0.35–0.5,0,25,0.0000
bindclip_hardneg,P21554,0,全新 <0.35,3,51,5.8824
bindclip_hardneg,P21802,1,全新 <0.35,11,464,2.3707
bindclip_hardneg,P21802,1,远 0.35–0.5,2,16,12.5000
bindclip_hardneg,P21802,1,近 0.5–0.7,0,4,0.0000
bindclip_hardneg,P22413,0,全新 <0.35,48,408,11.7647
bindclip_hardneg,P22413,0,远 0.35–0.5,23,108,21.2963
bindclip_hardneg,P22413,0,近 0.5–0.7,4,8,50.0000
bindclip_hardneg,P22455,1,全新 <0.35,7,88,7.9545
bindclip_hardneg,P22455,1,远 0.35–0.5,6,24,25.0000
bindclip_hardneg,P22455,1,近 0.5–0.7,1,4,25.0000
bindclip_hardneg,P22607,0,全新 <0.35,14,368,3.8043
bindclip_hardneg,P22607,0,远 0.35–0.5,2,13,15.3846
bindclip_hardneg,P22607,0,近 0.5–0.7,1,3,33.3333
bindclip_hardneg,P23458,1,全新 <0.35,137,509,26.9155
bindclip_hardneg,P23458,1,远 0.35–0.5,37,107,34.5794
bindclip_hardneg,P23458,1,近 0.5–0.7,2,5,40.0000
bindclip_hardneg,P23946,1,全新 <0.35,0,70,0.0000
bindclip_hardneg,P24941,1,全新 <0.35,50,1322,3.7821
bindclip_hardneg,P24941,1,远 0.35–0.5,9,279,3.2258
bindclip_hardneg,P24941,1,近 0.5–0.7,1,28,3.5714
bindclip_hardneg,P27338,1,远 0.35–0.5,3,43,6.9767
bindclip_hardneg,P27338,1,全新 <0.35,6,80,7.5000
bindclip_hardneg,P27487,1,全新 <0.35,14,86,16.2791
bindclip_hardneg,P27487,1,远 0.35–0.5,1,29,3.4483
bindclip_hardneg,P28074,0,远 0.35–0.5,60,115,52.1739
bindclip_hardneg,P28074,0,全新 <0.35,76,205,37.0732
bindclip_hardneg,P28074,0,近 0.5–0.7,1,5,20.0000
bindclip_hardneg,P28335,1,全新 <0.35,1,287,0.3484
bindclip_hardneg,P28335,1,远 0.35–0.5,0,9,0.0000
bindclip_hardneg,P28482,1,远 0.35–0.5,37,41,90.2439
bindclip_hardneg,P28482,1,全新 <0.35,39,624,6.2500
bindclip_hardneg,P29274,1,全新 <0.35,166,721,23.0236
bindclip_hardneg,P29274,1,远 0.35–0.5,3,56,5.3571
bindclip_hardneg,P29275,0,全新 <0.35,47,330,14.2424
bindclip_hardneg,P29275,0,远 0.35–0.5,2,28,7.1429
bindclip_hardneg,P30530,1,远 0.35–0.5,9,568,1.5845
bindclip_hardneg,P30530,1,近 0.5–0.7,0,36,0.0000
bindclip_hardneg,P30530,1,全新 <0.35,1,323,0.3096
bindclip_hardneg,P30542,0,全新 <0.35,6,93,6.4516
bindclip_hardneg,P30542,0,远 0.35–0.5,0,20,0.0000
bindclip_hardneg,P31391,0,全新 <0.35,3,90,3.3333
bindclip_hardneg,P31391,0,远 0.35–0.5,1,10,10.0000
bindclip_hardneg,P31645,1,全新 <0.35,1,104,0.9615
bindclip_hardneg,P31645,1,远 0.35–0.5,0,5,0.0000
bindclip_hardneg,P31749,1,近 0.5–0.7,0,123,0.0000
bindclip_hardneg,P31749,1,远 0.35–0.5,2,85,2.3529
bindclip_hardneg,P31749,1,全新 <0.35,0,4,0.0000
bindclip_hardneg,P31751,1,远 0.35–0.5,0,57,0.0000
bindclip_hardneg,P31751,1,近 0.5–0.7,0,61,0.0000
bindclip_hardneg,P32245,0,全新 <0.35,0,206,0.0000
bindclip_hardneg,P34914,1,远 0.35–0.5,0,111,0.0000
bindclip_hardneg,P34914,1,全新 <0.35,0,59,0.0000
bindclip_hardneg,P34914,1,近 0.5–0.7,3,27,11.1111
bindclip_hardneg,P34972,0,全新 <0.35,6,55,10.9091
bindclip_hardneg,P34972,0,远 0.35–0.5,0,8,0.0000
bindclip_hardneg,P35968,1,全新 <0.35,3,184,1.6304
bindclip_hardneg,P35968,1,远 0.35–0.5,57,601,9.4842
bindclip_hardneg,P35968,1,近 0.5–0.7,50,140,35.7143
bindclip_hardneg,P36888,0,近 0.5–0.7,0,18,0.0000
bindclip_hardneg,P36888,0,全新 <0.35,12,349,3.4384
bindclip_hardneg,P36888,0,远 0.35–0.5,14,139,10.0719
bindclip_hardneg,P39900,1,全新 <0.35,24,82,29.2683
bindclip_hardneg,P41146,1,全新 <0.35,3,54,5.5556
bindclip_hardneg,P41240,0,极近 ≥0.7,0,8,0.0000
bindclip_hardneg,P41240,0,近 0.5–0.7,0,87,0.0000
bindclip_hardneg,P41240,0,远 0.35–0.5,0,76,0.0000
bindclip_hardneg,P41240,0,全新 <0.35,0,3,0.0000
bindclip_hardneg,P42330,0,远 0.35–0.5,0,32,0.0000
bindclip_hardneg,P42330,0,全新 <0.35,0,42,0.0000
bindclip_hardneg,P42330,0,近 0.5–0.7,0,3,0.0000
bindclip_hardneg,P42345,0,全新 <0.35,0,33,0.0000
bindclip_hardneg,P42345,0,远 0.35–0.5,0,39,0.0000
bindclip_hardneg,P42345,0,近 0.5–0.7,0,8,0.0000
bindclip_hardneg,P43405,1,全新 <0.35,0,23,0.0000
bindclip_hardneg,P43405,1,远 0.35–0.5,1,70,1.4286
bindclip_hardneg,P43405,1,近 0.5–0.7,0,10,0.0000
bindclip_hardneg,P43490,1,远 0.35–0.5,102,268,38.0597
bindclip_hardneg,P43490,1,全新 <0.35,42,148,28.3784
bindclip_hardneg,P43490,1,近 0.5–0.7,21,54,38.8889
bindclip_hardneg,P43490,1,极近 ≥0.7,0,12,0.0000
bindclip_hardneg,P47205,1,全新 <0.35,21,145,14.4828
bindclip_hardneg,P48729,1,远 0.35–0.5,1,63,1.5873
bindclip_hardneg,P48729,1,近 0.5–0.7,0,24,0.0000
