model,uniprot,target_seen,tier,hit,tot,ef_tier
ligunity_pocket_ranking,P57059,0,极近 ≥0.7,1,35,2.8571
ligunity_pocket_ranking,P57059,0,全新 <0.35,0,7,0.0000
ligunity_pocket_ranking,Q08211,1,远 0.35–0.5,71,479,14.8225
ligunity_pocket_ranking,Q08211,1,全新 <0.35,8,218,3.6697
ligunity_pocket_ranking,Q08211,1,近 0.5–0.7,2,10,20.0000
ligunity_pocket_ranking,Q08828,0,远 0.35–0.5,0,65,0.0000
ligunity_pocket_ranking,Q10469,0,全新 <0.35,0,167,0.0000
ligunity_pocket_ranking,Q10469,0,远 0.35–0.5,0,4,0.0000
ligunity_pocket_ranking,Q13191,0,全新 <0.35,2,1129,0.1771
ligunity_pocket_ranking,Q13191,0,远 0.35–0.5,0,101,0.0000
ligunity_pocket_ranking,Q13233,0,近 0.5–0.7,0,23,0.0000
ligunity_pocket_ranking,Q13233,0,远 0.35–0.5,1,25,4.0000
ligunity_pocket_ranking,Q13233,0,极近 ≥0.7,0,8,0.0000
ligunity_pocket_ranking,Q13574,0,远 0.35–0.5,7,19,36.8421
ligunity_pocket_ranking,Q13574,0,全新 <0.35,25,557,4.4883
ligunity_pocket_ranking,Q16739,0,全新 <0.35,0,40,0.0000
ligunity_pocket_ranking,Q16739,0,远 0.35–0.5,1,267,0.3745
ligunity_pocket_ranking,Q16832,1,近 0.5–0.7,24,49,48.9796
ligunity_pocket_ranking,Q16832,1,全新 <0.35,12,78,15.3846
ligunity_pocket_ranking,Q16832,1,远 0.35–0.5,33,189,17.4603
ligunity_pocket_ranking,Q16832,1,极近 ≥0.7,5,10,50.0000
ligunity_pocket_ranking,Q5JRX3,0,极近 ≥0.7,0,21,0.0000
ligunity_pocket_ranking,Q5JRX3,0,近 0.5–0.7,0,19,0.0000
ligunity_pocket_ranking,Q5JRX3,0,远 0.35–0.5,0,17,0.0000
ligunity_pocket_ranking,Q6SZW1,0,近 0.5–0.7,4,51,7.8431
ligunity_pocket_ranking,Q6SZW1,0,远 0.35–0.5,4,152,2.6316
ligunity_pocket_ranking,Q6SZW1,0,全新 <0.35,0,39,0.0000
ligunity_pocket_ranking,Q7Z3E1,0,远 0.35–0.5,26,197,13.1980
ligunity_pocket_ranking,Q7Z3E1,0,近 0.5–0.7,74,272,27.2059
ligunity_pocket_ranking,Q7Z3E1,0,极近 ≥0.7,0,20,0.0000
ligunity_pocket_ranking,Q7Z3E1,0,全新 <0.35,2,85,2.3529
ligunity_pocket_ranking,Q86SK9,0,远 0.35–0.5,0,44,0.0000
ligunity_pocket_ranking,Q86SK9,0,近 0.5–0.7,0,4,0.0000
ligunity_pocket_ranking,Q86SK9,0,全新 <0.35,0,6,0.0000
ligunity_pocket_ranking,Q86UE8,0,近 0.5–0.7,19,56,33.9286
ligunity_pocket_ranking,Q86UE8,0,极近 ≥0.7,0,9,0.0000
ligunity_pocket_ranking,Q86UE8,0,远 0.35–0.5,1,3,33.3333
ligunity_pocket_ranking,Q8N1C3,0,远 0.35–0.5,18,44,40.9091
ligunity_pocket_ranking,Q8N1C3,0,全新 <0.35,52,154,33.7662
ligunity_pocket_ranking,Q8N1C3,0,极近 ≥0.7,1,3,33.3333
ligunity_pocket_ranking,Q8WYB5,0,远 0.35–0.5,18,145,12.4138
ligunity_pocket_ranking,Q8WYB5,0,全新 <0.35,13,44,29.5455
ligunity_pocket_ranking,Q8WYB5,0,近 0.5–0.7,0,3,0.0000
ligunity_pocket_ranking,Q92551,0,极近 ≥0.7,0,3,0.0000
ligunity_pocket_ranking,Q92551,0,近 0.5–0.7,0,37,0.0000
ligunity_pocket_ranking,Q92551,0,远 0.35–0.5,0,135,0.0000
ligunity_pocket_ranking,Q92551,0,全新 <0.35,0,17,0.0000
ligunity_pocket_ranking,Q96DB2,0,极近 ≥0.7,0,22,0.0000
ligunity_pocket_ranking,Q96DB2,0,近 0.5–0.7,0,25,0.0000
ligunity_pocket_ranking,Q96DB2,0,远 0.35–0.5,0,23,0.0000
ligunity_pocket_ranking,Q96GX5,1,全新 <0.35,17,124,13.7097
ligunity_pocket_ranking,Q96GX5,1,远 0.35–0.5,3,130,2.3077
ligunity_pocket_ranking,Q96GX5,1,近 0.5–0.7,0,3,0.0000
ligunity_pocket_ranking,Q9H0K1,0,远 0.35–0.5,1,49,2.0408
ligunity_pocket_ranking,Q9H0K1,0,近 0.5–0.7,0,6,0.0000
ligunity_pocket_ranking,Q9H0K1,0,极近 ≥0.7,0,37,0.0000
ligunity_pocket_ranking,Q9H0K1,0,全新 <0.35,3,17,17.6471
ligunity_pocket_ranking,Q9HCE5,0,远 0.35–0.5,0,115,0.0000
ligunity_pocket_ranking,Q9HCE5,0,全新 <0.35,1,67,1.4925
ligunity_pocket_ranking,Q9HCE5,0,近 0.5–0.7,1,7,14.2857
ligunity_pocket_ranking,Q9HCE5,0,极近 ≥0.7,1,4,25.0000
ligunity_pocket_ranking,Q9NPH5,0,远 0.35–0.5,0,36,0.0000
ligunity_pocket_ranking,Q9NPH5,0,全新 <0.35,0,52,0.0000
ligunity_pocket_ranking,Q9NPH5,0,近 0.5–0.7,1,7,14.2857
ligunity_pocket_ranking,Q9NR19,0,远 0.35–0.5,0,127,0.0000
ligunity_pocket_ranking,Q9NR19,0,全新 <0.35,0,9,0.0000
ligunity_pocket_ranking,Q9NR19,0,近 0.5–0.7,0,6,0.0000
ligunity_pocket_ranking,Q9Y2I7,0,远 0.35–0.5,0,327,0.0000
ligunity_pocket_ranking,Q9Y2I7,0,近 0.5–0.7,0,43,0.0000
ligunity_pocket_ranking,Q9Y2I7,0,全新 <0.35,0,8,0.0000
ligunity_pocket_ranking,Q9Y2I7,0,极近 ≥0.7,0,16,0.0000
ligunity_protein_ranking,O15379,1,近 0.5–0.7,22,58,37.9310
ligunity_protein_ranking,O15379,1,极近 ≥0.7,41,69,59.4203
ligunity_protein_ranking,O15379,1,远 0.35–0.5,7,14,50.0000
ligunity_protein_ranking,O43353,1,近 0.5–0.7,100,179,55.8659
ligunity_protein_ranking,O43353,1,远 0.35–0.5,0,9,0.0000
ligunity_protein_ranking,O43353,1,极近 ≥0.7,26,58,44.8276
ligunity_protein_ranking,O60341,1,极近 ≥0.7,26,44,59.0909
ligunity_protein_ranking,O60341,1,近 0.5–0.7,6,27,22.2222
ligunity_protein_ranking,O60341,1,远 0.35–0.5,0,32,0.0000
ligunity_protein_ranking,O60674,1,极近 ≥0.7,27,122,22.1311
ligunity_protein_ranking,O60674,1,近 0.5–0.7,55,85,64.7059
ligunity_protein_ranking,O60674,1,远 0.35–0.5,9,21,42.8571
ligunity_protein_ranking,O60885,1,极近 ≥0.7,30,56,53.5714
ligunity_protein_ranking,O75469,1,极近 ≥0.7,41,78,52.5641
ligunity_protein_ranking,O75469,1,近 0.5–0.7,1,4,25.0000
ligunity_protein_ranking,P00734,1,极近 ≥0.7,22,145,15.1724
ligunity_protein_ranking,P00734,1,近 0.5–0.7,0,4,0.0000
ligunity_protein_ranking,P01116,1,远 0.35–0.5,0,7,0.0000
ligunity_protein_ranking,P01116,1,极近 ≥0.7,17,25,68.0000
ligunity_protein_ranking,P01116,1,近 0.5–0.7,0,17,0.0000
ligunity_protein_ranking,P06239,1,极近 ≥0.7,6,48,12.5000
ligunity_protein_ranking,P06239,1,近 0.5–0.7,8,17,47.0588
ligunity_protein_ranking,P06239,1,远 0.35–0.5,1,3,33.3333
ligunity_protein_ranking,P08581,1,近 0.5–0.7,3,10,30.0000
ligunity_protein_ranking,P08581,1,极近 ≥0.7,19,56,33.9286
ligunity_protein_ranking,P11362,1,极近 ≥0.7,15,28,53.5714
ligunity_protein_ranking,P11362,1,远 0.35–0.5,0,19,0.0000
ligunity_protein_ranking,P11362,1,近 0.5–0.7,1,8,12.5000
ligunity_protein_ranking,P12931,1,极近 ≥0.7,6,87,6.8966
ligunity_protein_ranking,P12931,1,近 0.5–0.7,0,4,0.0000
ligunity_protein_ranking,P15056,1,近 0.5–0.7,8,18,44.4444
ligunity_protein_ranking,P15056,1,远 0.35–0.5,1,7,14.2857
ligunity_protein_ranking,P15056,1,极近 ≥0.7,15,33,45.4545
ligunity_protein_ranking,P18031,1,远 0.35–0.5,0,7,0.0000
ligunity_protein_ranking,P18031,1,全新 <0.35,31,85,36.4706
ligunity_protein_ranking,P18031,1,近 0.5–0.7,1,6,16.6667
ligunity_protein_ranking,P18031,1,极近 ≥0.7,13,18,72.2222
ligunity_protein_ranking,P21554,1,极近 ≥0.7,23,30,76.6667
ligunity_protein_ranking,P21554,1,近 0.5–0.7,24,53,45.2830
ligunity_protein_ranking,P21554,1,远 0.35–0.5,4,16,25.0000
ligunity_protein_ranking,P22413,1,远 0.35–0.5,19,102,18.6275
ligunity_protein_ranking,P22413,1,全新 <0.35,1,38,2.6316
ligunity_protein_ranking,P22413,1,极近 ≥0.7,3,9,33.3333
ligunity_protein_ranking,P22413,1,近 0.5–0.7,8,40,20.0000
ligunity_protein_ranking,P22455,1,极近 ≥0.7,23,30,76.6667
ligunity_protein_ranking,P22455,1,远 0.35–0.5,0,19,0.0000
ligunity_protein_ranking,P22455,1,近 0.5–0.7,4,5,80.0000
ligunity_protein_ranking,P27338,1,极近 ≥0.7,22,43,51.1628
ligunity_protein_ranking,P27338,1,近 0.5–0.7,17,92,18.4783
ligunity_protein_ranking,P27338,1,远 0.35–0.5,0,20,0.0000
ligunity_protein_ranking,P28335,1,近 0.5–0.7,3,23,13.0435
ligunity_protein_ranking,P28335,1,远 0.35–0.5,12,29,41.3793
ligunity_protein_ranking,P28335,1,极近 ≥0.7,12,24,50.0000
ligunity_protein_ranking,P28335,1,全新 <0.35,2,4,50.0000
ligunity_protein_ranking,P30530,1,近 0.5–0.7,1,5,20.0000
ligunity_protein_ranking,P30530,1,极近 ≥0.7,23,45,51.1111
ligunity_protein_ranking,P31153,1,远 0.35–0.5,1,5,20.0000
ligunity_protein_ranking,P31153,1,全新 <0.35,0,5,0.0000
ligunity_protein_ranking,P31153,1,近 0.5–0.7,20,34,58.8235
ligunity_protein_ranking,P31153,1,极近 ≥0.7,12,19,63.1579
ligunity_protein_ranking,P34913,1,极近 ≥0.7,36,76,47.3684
ligunity_protein_ranking,P34913,1,近 0.5–0.7,28,48,58.3333
ligunity_protein_ranking,P34914,1,极近 ≥0.7,20,26,76.9231
ligunity_protein_ranking,P34914,1,远 0.35–0.5,0,13,0.0000
ligunity_protein_ranking,P34914,1,近 0.5–0.7,31,60,51.6667
ligunity_protein_ranking,P35968,1,近 0.5–0.7,0,39,0.0000
ligunity_protein_ranking,P35968,1,极近 ≥0.7,22,92,23.9130
ligunity_protein_ranking,P35968,1,远 0.35–0.5,0,5,0.0000
ligunity_protein_ranking,P36888,1,极近 ≥0.7,19,55,34.5455
ligunity_protein_ranking,P36888,1,近 0.5–0.7,4,17,23.5294
ligunity_protein_ranking,P36888,1,远 0.35–0.5,4,8,50.0000
ligunity_protein_ranking,P36888,1,全新 <0.35,4,4,100.0000
ligunity_protein_ranking,P41182,1,极近 ≥0.7,30,52,57.6923
ligunity_protein_ranking,P41182,1,近 0.5–0.7,3,11,27.2727
ligunity_protein_ranking,P47989,1,远 0.35–0.5,2,39,5.1282
ligunity_protein_ranking,P47989,1,近 0.5–0.7,1,8,12.5000
ligunity_protein_ranking,P47989,1,极近 ≥0.7,6,8,75.0000
ligunity_protein_ranking,P49327,1,极近 ≥0.7,339,656,51.6768
ligunity_protein_ranking,P49327,1,近 0.5–0.7,0,9,0.0000
ligunity_protein_ranking,P50406,1,极近 ≥0.7,14,21,66.6667
ligunity_protein_ranking,P50406,1,远 0.35–0.5,3,10,30.0000
ligunity_protein_ranking,P50406,1,近 0.5–0.7,14,36,38.8889
ligunity_protein_ranking,P52333,1,近 0.5–0.7,55,117,47.0085
ligunity_protein_ranking,P52333,1,极近 ≥0.7,63,119,52.9412
ligunity_protein_ranking,P52333,1,远 0.35–0.5,5,20,25.0000
ligunity_protein_ranking,P53634,1,近 0.5–0.7,20,44,45.4545
ligunity_protein_ranking,P53634,1,远 0.35–0.5,2,3,66.6667
ligunity_protein_ranking,P53634,1,极近 ≥0.7,5,8,62.5000
ligunity_protein_ranking,P53634,1,全新 <0.35,3,3,100.0000
ligunity_protein_ranking,P56817,1,极近 ≥0.7,54,154,35.0649
ligunity_protein_ranking,P56817,1,近 0.5–0.7,23,105,21.9048
ligunity_protein_ranking,Q05397,1,极近 ≥0.7,24,47,51.0638
ligunity_protein_ranking,Q05397,1,近 0.5–0.7,5,37,13.5135
ligunity_protein_ranking,Q05397,1,远 0.35–0.5,1,6,16.6667
ligunity_protein_ranking,Q13188,1,极近 ≥0.7,24,43,55.8140
ligunity_protein_ranking,Q13188,1,近 0.5–0.7,2,7,28.5714
ligunity_protein_ranking,Q13547,1,极近 ≥0.7,49,148,33.1081
ligunity_protein_ranking,Q13547,1,近 0.5–0.7,82,148,55.4054
ligunity_protein_ranking,Q13547,1,远 0.35–0.5,49,65,75.3846
ligunity_protein_ranking,Q13627,1,极近 ≥0.7,46,77,59.7403
ligunity_protein_ranking,Q13627,1,近 0.5–0.7,7,32,21.8750
ligunity_protein_ranking,Q16678,1,极近 ≥0.7,10,21,47.6190
ligunity_protein_ranking,Q16678,1,近 0.5–0.7,2,63,3.1746
ligunity_protein_ranking,Q16678,1,远 0.35–0.5,0,23,0.0000
ligunity_protein_ranking,Q92769,1,近 0.5–0.7,33,58,56.8966
ligunity_protein_ranking,Q92769,1,极近 ≥0.7,25,55,45.4545
ligunity_protein_ranking,Q92769,1,远 0.35–0.5,6,14,42.8571
ligunity_protein_ranking,Q92918,1,极近 ≥0.7,56,84,66.6667
ligunity_protein_ranking,Q92918,1,近 0.5–0.7,27,72,37.5000
ligunity_protein_ranking,Q92918,1,远 0.35–0.5,0,5,0.0000
ligunity_protein_ranking,Q9BY41,1,极近 ≥0.7,21,44,47.7273
ligunity_protein_ranking,Q9BY41,1,远 0.35–0.5,6,19,31.5789
ligunity_protein_ranking,Q9BY41,1,近 0.5–0.7,16,41,39.0244
ligunity_protein_ranking,Q9NWZ3,1,远 0.35–0.5,17,50,34.0000
ligunity_protein_ranking,Q9NWZ3,1,近 0.5–0.7,9,23,39.1304
ligunity_protein_ranking,Q9NWZ3,1,极近 ≥0.7,7,12,58.3333
ligunity_protein_ranking,Q9NWZ3,1,全新 <0.35,4,6,66.6667
ligunity_protein_ranking,Q9NZQ7,1,极近 ≥0.7,21,43,48.8372
ligunity_protein_ranking,Q9NZQ7,1,近 0.5–0.7,22,37,59.4595
ligunity_protein_ranking,Q9NZQ7,1,远 0.35–0.5,0,4,0.0000
ligunity_protein_ranking,Q9Y5Z0,1,极近 ≥0.7,77,136,56.6176
ligunity_protein_ranking,Q9Y5Z0,1,近 0.5–0.7,39,91,42.8571
ligunity_protein_ranking,O14684,1,远 0.35–0.5,13,114,11.4035
ligunity_protein_ranking,O14684,1,近 0.5–0.7,1,11,9.0909
ligunity_protein_ranking,O14744,1,极近 ≥0.7,26,32,81.2500
ligunity_protein_ranking,O14744,1,近 0.5–0.7,47,76,61.8421
ligunity_protein_ranking,O14744,1,远 0.35–0.5,306,555,55.1351
ligunity_protein_ranking,O14744,1,全新 <0.35,30,151,19.8675
ligunity_protein_ranking,O14757,1,近 0.5–0.7,7,19,36.8421
ligunity_protein_ranking,O14757,1,远 0.35–0.5,75,147,51.0204
ligunity_protein_ranking,O14757,1,全新 <0.35,12,24,50.0000
ligunity_protein_ranking,O15379,1,近 0.5–0.7,80,162,49.3827
ligunity_protein_ranking,O15379,1,极近 ≥0.7,11,36,30.5556
ligunity_protein_ranking,O15379,1,远 0.35–0.5,96,183,52.4590
ligunity_protein_ranking,O15379,1,全新 <0.35,20,32,62.5000
ligunity_protein_ranking,O43570,1,近 0.5–0.7,84,170,49.4118
ligunity_protein_ranking,O43570,1,极近 ≥0.7,4,18,22.2222
ligunity_protein_ranking,O43570,1,远 0.35–0.5,26,51,50.9804
ligunity_protein_ranking,O43613,1,远 0.35–0.5,41,83,49.3976
ligunity_protein_ranking,O43613,1,近 0.5–0.7,9,10,90.0000
ligunity_protein_ranking,O43613,1,全新 <0.35,0,6,0.0000
ligunity_protein_ranking,O43614,1,远 0.35–0.5,50,80,62.5000
ligunity_protein_ranking,O43614,1,全新 <0.35,0,56,0.0000
ligunity_protein_ranking,O43614,1,近 0.5–0.7,9,9,100.0000
ligunity_protein_ranking,O60341,1,近 0.5–0.7,113,198,57.0707
ligunity_protein_ranking,O60341,1,远 0.35–0.5,237,506,46.8379
ligunity_protein_ranking,O60341,1,全新 <0.35,29,80,36.2500
ligunity_protein_ranking,O60341,1,极近 ≥0.7,17,23,73.9130
ligunity_protein_ranking,O60502,1,远 0.35–0.5,76,136,55.8824
ligunity_protein_ranking,O60502,1,近 0.5–0.7,58,76,76.3158
ligunity_protein_ranking,O60502,1,全新 <0.35,20,89,22.4719
ligunity_protein_ranking,O60885,1,远 0.35–0.5,86,253,33.9921
ligunity_protein_ranking,O60885,1,全新 <0.35,23,59,38.9831
ligunity_protein_ranking,O60885,1,近 0.5–0.7,141,220,64.0909
ligunity_protein_ranking,O60885,1,极近 ≥0.7,36,44,81.8182
ligunity_protein_ranking,O75116,1,近 0.5–0.7,26,57,45.6140
ligunity_protein_ranking,O75116,1,远 0.35–0.5,85,212,40.0943
ligunity_protein_ranking,O75116,1,全新 <0.35,10,28,35.7143
ligunity_protein_ranking,O75116,1,极近 ≥0.7,3,4,75.0000
ligunity_protein_ranking,O75173,1,近 0.5–0.7,35,67,52.2388
ligunity_protein_ranking,O75173,1,远 0.35–0.5,7,15,46.6667
ligunity_protein_ranking,O75385,1,远 0.35–0.5,57,281,20.2847
ligunity_protein_ranking,O75385,1,近 0.5–0.7,7,19,36.8421
ligunity_protein_ranking,O75385,1,全新 <0.35,40,107,37.3832
ligunity_protein_ranking,O95497,1,远 0.35–0.5,28,88,31.8182
ligunity_protein_ranking,O95497,1,近 0.5–0.7,5,7,71.4286
ligunity_protein_ranking,O95497,1,全新 <0.35,1,22,4.5455
ligunity_protein_ranking,O95819,1,全新 <0.35,0,39,0.0000
ligunity_protein_ranking,O95819,1,远 0.35–0.5,0,24,0.0000
ligunity_protein_ranking,O96017,1,远 0.35–0.5,2,60,3.3333
ligunity_protein_ranking,O96017,1,近 0.5–0.7,1,5,20.0000
ligunity_protein_ranking,O96028,1,远 0.35–0.5,0,26,0.0000
ligunity_protein_ranking,O96028,1,全新 <0.35,0,33,0.0000
ligunity_protein_ranking,O96028,1,近 0.5–0.7,0,12,0.0000
ligunity_protein_ranking,O96028,1,极近 ≥0.7,0,6,0.0000
ligunity_protein_ranking,P00519,1,近 0.5–0.7,20,177,11.2994
ligunity_protein_ranking,P00519,1,远 0.35–0.5,23,108,21.2963
ligunity_protein_ranking,P00519,1,极近 ≥0.7,1,5,20.0000
ligunity_protein_ranking,P00519,1,全新 <0.35,0,4,0.0000
ligunity_protein_ranking,P00533,1,近 0.5–0.7,173,534,32.3970
ligunity_protein_ranking,P00533,1,远 0.35–0.5,149,972,15.3292
ligunity_protein_ranking,P00533,1,全新 <0.35,43,470,9.1489
ligunity_protein_ranking,P00533,1,极近 ≥0.7,9,71,12.6761
ligunity_protein_ranking,P00734,1,极近 ≥0.7,2,9,22.2222
ligunity_protein_ranking,P00734,1,近 0.5–0.7,27,45,60.0000
ligunity_protein_ranking,P00734,1,远 0.35–0.5,3,18,16.6667
ligunity_protein_ranking,P00742,1,近 0.5–0.7,17,41,41.4634
ligunity_protein_ranking,P00742,1,极近 ≥0.7,5,9,55.5556
ligunity_protein_ranking,P00742,1,远 0.35–0.5,9,16,56.2500
ligunity_protein_ranking,P00746,1,近 0.5–0.7,104,216,48.1481
ligunity_protein_ranking,P00746,1,远 0.35–0.5,58,110,52.7273
ligunity_protein_ranking,P00746,1,全新 <0.35,23,36,63.8889
ligunity_protein_ranking,P03372,1,远 0.35–0.5,9,110,8.1818
ligunity_protein_ranking,P03372,1,全新 <0.35,0,9,0.0000
ligunity_protein_ranking,P03372,1,近 0.5–0.7,18,98,18.3673
ligunity_protein_ranking,P03951,1,远 0.35–0.5,37,84,44.0476
ligunity_protein_ranking,P03951,1,全新 <0.35,8,14,57.1429
ligunity_protein_ranking,P03952,1,远 0.35–0.5,58,111,52.2523
ligunity_protein_ranking,P03952,1,全新 <0.35,9,16,56.2500
ligunity_protein_ranking,P03952,1,近 0.5–0.7,0,3,0.0000
ligunity_protein_ranking,P04150,1,近 0.5–0.7,14,23,60.8696
ligunity_protein_ranking,P04150,1,远 0.35–0.5,61,228,26.7544
ligunity_protein_ranking,P04150,1,全新 <0.35,11,35,31.4286
ligunity_protein_ranking,P04293,1,远 0.35–0.5,0,162,0.0000
ligunity_protein_ranking,P04293,1,全新 <0.35,0,193,0.0000
ligunity_protein_ranking,P04626,1,远 0.35–0.5,130,798,16.2907
ligunity_protein_ranking,P04626,1,近 0.5–0.7,18,89,20.2247
ligunity_protein_ranking,P04626,1,全新 <0.35,8,105,7.6190
ligunity_protein_ranking,P04626,1,极近 ≥0.7,3,12,25.0000
ligunity_protein_ranking,P06239,1,近 0.5–0.7,17,130,13.0769
ligunity_protein_ranking,P06239,1,极近 ≥0.7,1,16,6.2500
ligunity_protein_ranking,P06239,1,远 0.35–0.5,5,131,3.8168
ligunity_protein_ranking,P06239,1,全新 <0.35,1,438,0.2283
ligunity_protein_ranking,P06241,1,远 0.35–0.5,2,39,5.1282
ligunity_protein_ranking,P06241,1,近 0.5–0.7,1,10,10.0000
ligunity_protein_ranking,P06241,1,全新 <0.35,0,4,0.0000
ligunity_protein_ranking,P06276,1,近 0.5–0.7,56,87,64.3678
ligunity_protein_ranking,P06276,1,极近 ≥0.7,7,22,31.8182
ligunity_protein_ranking,P06276,1,远 0.35–0.5,6,28,21.4286
ligunity_protein_ranking,P07333,1,近 0.5–0.7,92,153,60.1307
ligunity_protein_ranking,P07333,1,远 0.35–0.5,174,505,34.4554
ligunity_protein_ranking,P07333,1,全新 <0.35,63,112,56.2500
ligunity_protein_ranking,P07333,1,极近 ≥0.7,0,3,0.0000
ligunity_protein_ranking,P07711,1,极近 ≥0.7,0,29,0.0000
ligunity_protein_ranking,P07711,1,远 0.35–0.5,11,18,61.1111
ligunity_protein_ranking,P07711,1,近 0.5–0.7,5,63,7.9365
ligunity_protein_ranking,P07711,1,全新 <0.35,0,3,0.0000
ligunity_protein_ranking,P07949,1,近 0.5–0.7,116,166,69.8795
ligunity_protein_ranking,P07949,1,远 0.35–0.5,12,83,14.4578
ligunity_protein_ranking,P07949,1,极近 ≥0.7,7,13,53.8462
ligunity_protein_ranking,P08069,1,极近 ≥0.7,14,34,41.1765
ligunity_protein_ranking,P08069,1,近 0.5–0.7,79,166,47.5904
ligunity_protein_ranking,P08069,1,远 0.35–0.5,25,158,15.8228
ligunity_protein_ranking,P08173,1,全新 <0.35,0,32,0.0000
ligunity_protein_ranking,P08173,1,远 0.35–0.5,7,38,18.4211
ligunity_protein_ranking,P08173,1,近 0.5–0.7,4,8,50.0000
ligunity_protein_ranking,P08581,1,远 0.35–0.5,100,367,27.2480
ligunity_protein_ranking,P08581,1,近 0.5–0.7,212,434,48.8479
ligunity_protein_ranking,P08581,1,极近 ≥0.7,9,17,52.9412
ligunity_protein_ranking,P08581,1,全新 <0.35,0,13,0.0000
ligunity_protein_ranking,P08908,1,全新 <0.35,1,5,20.0000
ligunity_protein_ranking,P08908,1,近 0.5–0.7,47,73,64.3836
ligunity_protein_ranking,P08908,1,远 0.35–0.5,43,126,34.1270
ligunity_protein_ranking,P08908,1,极近 ≥0.7,3,3,100.0000
ligunity_protein_ranking,P08922,1,近 0.5–0.7,8,21,38.0952
ligunity_protein_ranking,P08922,1,远 0.35–0.5,6,26,23.0769
ligunity_protein_ranking,P08922,1,极近 ≥0.7,3,3,100.0000
ligunity_protein_ranking,P0DMS8,1,远 0.35–0.5,19,33,57.5758
ligunity_protein_ranking,P0DMS8,1,全新 <0.35,2,10,20.0000
ligunity_protein_ranking,P0DMS8,1,近 0.5–0.7,4,6,66.6667
ligunity_protein_ranking,P10398,1,远 0.35–0.5,13,22,59.0909
ligunity_protein_ranking,P10398,1,近 0.5–0.7,33,80,41.2500
ligunity_protein_ranking,P11309,1,全新 <0.35,1,9,11.1111
ligunity_protein_ranking,P11309,1,远 0.35–0.5,1,27,3.7037
ligunity_protein_ranking,P11309,1,近 0.5–0.7,5,22,22.7273
ligunity_protein_ranking,P11309,1,极近 ≥0.7,5,8,62.5000
ligunity_protein_ranking,P11362,1,远 0.35–0.5,62,328,18.9024
ligunity_protein_ranking,P11362,1,近 0.5–0.7,55,101,54.4554
ligunity_protein_ranking,P11362,1,全新 <0.35,2,66,3.0303
ligunity_protein_ranking,P11362,1,极近 ≥0.7,3,6,50.0000
ligunity_protein_ranking,P11474,1,远 0.35–0.5,26,162,16.0494
ligunity_protein_ranking,P11474,1,全新 <0.35,9,35,25.7143
ligunity_protein_ranking,P11802,1,远 0.35–0.5,206,605,34.0496
ligunity_protein_ranking,P11802,1,全新 <0.35,9,691,1.3025
ligunity_protein_ranking,P11802,1,近 0.5–0.7,48,91,52.7473
ligunity_protein_ranking,P11802,1,极近 ≥0.7,14,15,93.3333
ligunity_protein_ranking,P14756,1,全新 <0.35,0,15,0.0000
ligunity_protein_ranking,P14756,1,远 0.35–0.5,19,39,48.7179
ligunity_protein_ranking,P14756,1,近 0.5–0.7,15,16,93.7500
ligunity_protein_ranking,P15428,1,远 0.35–0.5,98,281,34.8754
ligunity_protein_ranking,P15428,1,全新 <0.35,3,44,6.8182
ligunity_protein_ranking,P15428,1,近 0.5–0.7,27,36,75.0000
ligunity_protein_ranking,P18825,1,远 0.35–0.5,0,57,0.0000
ligunity_protein_ranking,P18825,1,全新 <0.35,0,67,0.0000
ligunity_protein_ranking,P20618,1,远 0.35–0.5,27,62,43.5484
ligunity_protein_ranking,P20618,1,近 0.5–0.7,4,11,36.3636
ligunity_protein_ranking,P21554,1,近 0.5–0.7,18,38,47.3684
ligunity_protein_ranking,P21554,1,极近 ≥0.7,4,6,66.6667
ligunity_protein_ranking,P21554,1,远 0.35–0.5,4,8,50.0000
ligunity_protein_ranking,P21802,1,远 0.35–0.5,132,326,40.4908
ligunity_protein_ranking,P21802,1,全新 <0.35,3,66,4.5455
ligunity_protein_ranking,P21802,1,近 0.5–0.7,68,90,75.5556
ligunity_protein_ranking,P22413,1,全新 <0.35,4,148,2.7027
ligunity_protein_ranking,P22413,1,远 0.35–0.5,38,299,12.7090
ligunity_protein_ranking,P22413,1,近 0.5–0.7,52,62,83.8710
ligunity_protein_ranking,P22413,1,极近 ≥0.7,14,15,93.3333
ligunity_protein_ranking,P22455,1,远 0.35–0.5,1,24,4.1667
ligunity_protein_ranking,P22455,1,极近 ≥0.7,16,24,66.6667
ligunity_protein_ranking,P22455,1,近 0.5–0.7,43,66,65.1515
ligunity_protein_ranking,P22607,1,远 0.35–0.5,102,261,39.0805
ligunity_protein_ranking,P22607,1,近 0.5–0.7,36,54,66.6667
ligunity_protein_ranking,P22607,1,全新 <0.35,3,65,4.6154
ligunity_protein_ranking,P22607,1,极近 ≥0.7,4,4,100.0000
ligunity_protein_ranking,P23458,1,近 0.5–0.7,133,219,60.7306
ligunity_protein_ranking,P23458,1,远 0.35–0.5,136,317,42.9022
ligunity_protein_ranking,P23458,1,极近 ≥0.7,23,35,65.7143
ligunity_protein_ranking,P23458,1,全新 <0.35,7,51,13.7255
ligunity_protein_ranking,P23946,1,全新 <0.35,8,19,42.1053
ligunity_protein_ranking,P23946,1,远 0.35–0.5,5,52,9.6154
ligunity_protein_ranking,P24941,1,远 0.35–0.5,134,740,18.1081
