benchmark,target,n_molecules,n_actives,metric,pocket,sequence,diff
DEKOIS,hdac2,1240,40,EF5%,15.5000,19.0000,+3.5000
DEKOIS,hdac8,1240,40,EF5%,16.0000,18.0000,+2.0000
DEKOIS,hiv1pr,1240,40,EF5%,18.0000,18.5000,+0.5000
DEKOIS,hiv1rt,1237,40,EF5%,16.4601,13.9661,-2.4940
DEKOIS,hmgr,1240,40,EF5%,19.5000,19.5000,+0.0000
DEKOIS,hsp90,1240,40,EF5%,19.5000,20.0000,+0.5000
DEKOIS,igf1r,1240,40,EF5%,15.0000,13.5000,-1.5000
DEKOIS,inha,1240,40,EF5%,4.5000,3.0000,-1.5000
DEKOIS,itk,1238,40,EF5%,11.9806,9.4847,-2.4960
DEKOIS,jak3,1240,40,EF5%,11.0000,8.0000,-3.0000
DEKOIS,jnk1,1240,40,EF5%,10.0000,13.0000,+3.0000
DEKOIS,jnk2,1240,40,EF5%,9.0000,14.0000,+5.0000
DEKOIS,jnk3,1240,40,EF5%,7.5000,11.0000,+3.5000
DEKOIS,kif11,1240,40,EF5%,14.5000,16.0000,+1.5000
DEKOIS,lck,1239,40,EF5%,15.9871,14.4883,-1.4988
DEKOIS,mdm2,1240,40,EF5%,18.0000,19.0000,+1.0000
DEKOIS,mk2,1239,40,EF5%,18.4851,14.4883,-3.9968
DEKOIS,mmp2,1238,40,EF5%,16.9726,17.4718,+0.4992
DEKOIS,na,1238,40,EF5%,19.9677,19.9677,+0.0000
DEKOIS,p38-alpha,1240,40,EF5%,9.5000,17.5000,+8.0000
DEKOIS,parp-1,1237,40,EF5%,11.9710,17.4577,+5.4867
DEKOIS,pde4b,1240,40,EF5%,18.0000,17.0000,-1.0000
DEKOIS,pde5,1240,40,EF5%,15.5000,17.5000,+2.0000
DEKOIS,pdk1,1240,40,EF5%,10.0000,16.0000,+6.0000
DEKOIS,pi3kg,1240,40,EF5%,18.2500,18.5000,+0.2500
DEKOIS,pim-1,1239,40,EF5%,12.4899,11.4907,-0.9992
DEKOIS,pim-2,1237,40,EF5%,13.9661,15.9613,+1.9952
DEKOIS,pnp,1236,40,EF5%,10.9645,19.9355,+8.9710
DEKOIS,ppara,1240,40,EF5%,17.5000,19.0000,+1.5000
DEKOIS,pparg,1240,40,EF5%,14.5000,16.0000,+1.5000
DEKOIS,pr,1239,40,EF5%,7.9935,6.9944,-0.9992
DEKOIS,prkcq,1239,40,EF5%,12.4899,3.4972,-8.9927
DEKOIS,pygl-in,1240,40,EF5%,7.5000,14.5000,+7.0000
DEKOIS,pygl-out,1240,40,EF5%,12.0000,13.5000,+1.5000
DEKOIS,qpct,1240,40,EF5%,7.0000,14.0000,+7.0000
DEKOIS,rock-1,1240,40,EF5%,15.0000,15.5000,+0.5000
DEKOIS,rxr,1239,40,EF5%,19.9839,19.9839,+0.0000
DEKOIS,sars-hcov,1207,39,EF5%,8.1177,8.1177,+0.0000
DEKOIS,sirt2,1238,40,EF5%,1.4976,4.4927,+2.9952
DEKOIS,src,1240,40,EF5%,9.0000,12.0000,+3.0000
DEKOIS,thrombin,1240,40,EF5%,19.0000,16.5000,-2.5000
DEKOIS,tie2,1240,40,EF5%,6.0000,12.5000,+6.5000
DEKOIS,tk,1238,40,EF5%,11.4815,18.4702,+6.9887
DEKOIS,tp,1236,40,EF5%,6.4790,10.9645,+4.4855
DEKOIS,tpa,1238,40,EF5%,15.9742,16.9726,+0.9984
DEKOIS,ts,1237,40,EF5%,16.4601,13.4673,-2.9927
DEKOIS,upa,1239,40,EF5%,12.4899,12.4899,+0.0000
DEKOIS,vegfr1,1239,40,EF5%,4.9960,10.4915,+5.4956
DEKOIS,vegfr2,1240,40,EF5%,14.5000,10.0000,-4.5000
DEKOIS,11betahsd1,1236,37,BEDROC,0.7655,0.6605,-0.1050
DEKOIS,17betahsd1,1239,39,BEDROC,0.0381,0.3612,+0.3232
DEKOIS,a2a,1240,40,BEDROC,0.9206,0.9440,+0.0234
DEKOIS,ace,1240,40,BEDROC,0.9917,0.9946,+0.0029
DEKOIS,ace2,1240,40,BEDROC,0.9949,1.0000,+0.0051
DEKOIS,ache,1238,40,BEDROC,0.9463,0.8160,-0.1303
DEKOIS,adam17,1239,40,BEDROC,0.9993,0.9935,-0.0058
DEKOIS,adrb2,1240,40,BEDROC,0.6317,0.7848,+0.1531
DEKOIS,akt1,1240,40,BEDROC,0.5216,0.8124,+0.2908
DEKOIS,alr2,1240,40,BEDROC,0.5993,0.5556,-0.0438
DEKOIS,ar,1238,40,BEDROC,0.7635,0.7207,-0.0428
DEKOIS,aurka,1240,40,BEDROC,0.8175,0.7218,-0.0957
DEKOIS,aurkb,1239,40,BEDROC,0.4332,0.8697,+0.4365
DEKOIS,bcl2,1240,40,BEDROC,0.8996,0.9658,+0.0662
DEKOIS,braf,1240,40,BEDROC,0.9716,0.9405,-0.0311
DEKOIS,catl,1240,40,BEDROC,0.7142,0.8915,+0.1773
DEKOIS,cdk2,1240,40,BEDROC,0.8305,0.7972,-0.0333
DEKOIS,cox1,1239,40,BEDROC,0.9484,0.9659,+0.0175
DEKOIS,cox2,1239,40,BEDROC,0.9874,0.9878,+0.0004
DEKOIS,ctsk,1240,40,BEDROC,0.8193,0.7058,-0.1135
DEKOIS,cyp2a6,1239,40,BEDROC,0.2077,0.2884,+0.0807
DEKOIS,dhfr,1239,40,BEDROC,0.8141,0.8582,+0.0441
DEKOIS,egfr,1237,40,BEDROC,0.6634,0.3320,-0.3314
DEKOIS,ephb4,1239,40,BEDROC,0.6625,0.6084,-0.0541
DEKOIS,er-beta,1240,40,BEDROC,0.9391,0.9356,-0.0035
DEKOIS,erbb2,1239,40,BEDROC,0.6067,0.8173,+0.2106
DEKOIS,fgfr1,1240,40,BEDROC,0.9406,0.8753,-0.0653
DEKOIS,fkbp1a,1240,40,BEDROC,0.9818,0.9824,+0.0006
DEKOIS,fxa,1240,40,BEDROC,0.8815,0.8431,-0.0384
DEKOIS,gba,1236,40,BEDROC,0.4252,0.3840,-0.0412
DEKOIS,gr,1240,40,BEDROC,0.9106,0.9186,+0.0080
DEKOIS,gsk3b,1239,40,BEDROC,0.7258,0.7693,+0.0435
DEKOIS,hdac2,1240,40,BEDROC,0.8730,0.9886,+0.1156
DEKOIS,hdac8,1240,40,BEDROC,0.8586,0.9044,+0.0458
DEKOIS,hiv1pr,1240,40,BEDROC,0.9051,0.8326,-0.0725
DEKOIS,hiv1rt,1237,40,BEDROC,0.9459,0.7848,-0.1610
DEKOIS,hmgr,1240,40,BEDROC,0.9945,0.9945,+0.0000
DEKOIS,hsp90,1240,40,BEDROC,0.9838,0.9957,+0.0118
DEKOIS,igf1r,1240,40,BEDROC,0.7222,0.7556,+0.0333
DEKOIS,inha,1240,40,BEDROC,0.0893,0.2923,+0.2030
DEKOIS,itk,1238,40,BEDROC,0.6122,0.6004,-0.0118
DEKOIS,jak3,1240,40,BEDROC,0.6754,0.4529,-0.2225
DEKOIS,jnk1,1240,40,BEDROC,0.6556,0.7559,+0.1004
DEKOIS,jnk2,1240,40,BEDROC,0.6950,0.8325,+0.1375
DEKOIS,jnk3,1240,40,BEDROC,0.4757,0.7301,+0.2544
DEKOIS,kif11,1240,40,BEDROC,0.7795,0.9285,+0.1490
DEKOIS,lck,1239,40,BEDROC,0.9017,0.8470,-0.0547
DEKOIS,mdm2,1240,40,BEDROC,0.9400,0.9678,+0.0278
DEKOIS,mk2,1239,40,BEDROC,0.9285,0.8675,-0.0610
DEKOIS,mmp2,1238,40,BEDROC,0.9563,0.9695,+0.0132
DEKOIS,na,1238,40,BEDROC,0.9966,1.0000,+0.0034
DEKOIS,p38-alpha,1240,40,BEDROC,0.4487,0.9373,+0.4886
DEKOIS,parp-1,1237,40,BEDROC,0.5393,0.9236,+0.3843
DEKOIS,pde4b,1240,40,BEDROC,0.9643,0.9566,-0.0077
DEKOIS,pde5,1240,40,BEDROC,0.9007,0.9184,+0.0177
DEKOIS,pdk1,1240,40,BEDROC,0.4932,0.8762,+0.3830
DEKOIS,pi3kg,1240,40,BEDROC,0.9623,0.9675,+0.0052
DEKOIS,pim-1,1239,40,BEDROC,0.7428,0.7231,-0.0197
DEKOIS,pim-2,1237,40,BEDROC,0.8900,0.9313,+0.0413
DEKOIS,pnp,1236,40,BEDROC,0.7490,0.9775,+0.2285
DEKOIS,ppara,1240,40,BEDROC,0.8829,0.9453,+0.0624
DEKOIS,pparg,1240,40,BEDROC,0.8247,0.6945,-0.1302
DEKOIS,pr,1239,40,BEDROC,0.5232,0.5538,+0.0306
DEKOIS,prkcq,1239,40,BEDROC,0.6932,0.2456,-0.4477
DEKOIS,pygl-in,1240,40,BEDROC,0.3779,0.8561,+0.4783
DEKOIS,pygl-out,1240,40,BEDROC,0.6864,0.6734,-0.0131
DEKOIS,qpct,1240,40,BEDROC,0.3345,0.7740,+0.4395
DEKOIS,rock-1,1240,40,BEDROC,0.8857,0.9145,+0.0288
DEKOIS,rxr,1239,40,BEDROC,0.9996,0.8688,-0.1308
DEKOIS,sars-hcov,1207,39,BEDROC,0.5393,0.6800,+0.1407
DEKOIS,sirt2,1238,40,BEDROC,0.0499,0.0923,+0.0423
DEKOIS,src,1240,40,BEDROC,0.5010,0.7043,+0.2033
DEKOIS,thrombin,1240,40,BEDROC,0.8593,0.9007,+0.0414
DEKOIS,tie2,1240,40,BEDROC,0.1829,0.6666,+0.4837
DEKOIS,tk,1238,40,BEDROC,0.3672,0.8812,+0.5140
DEKOIS,tp,1236,40,BEDROC,0.2996,0.4953,+0.1957
DEKOIS,tpa,1238,40,BEDROC,0.7708,0.9111,+0.1404
DEKOIS,ts,1237,40,BEDROC,0.9396,0.8317,-0.1079
DEKOIS,upa,1239,40,BEDROC,0.7748,0.8307,+0.0559
DEKOIS,vegfr1,1239,40,BEDROC,0.1726,0.5529,+0.3803
DEKOIS,vegfr2,1240,40,BEDROC,0.8510,0.6796,-0.1714
DEKOIS,11betahsd1,1236,37,AUROC,0.9426,0.9340,-0.0086
DEKOIS,17betahsd1,1239,39,AUROC,0.6197,0.8633,+0.2437
DEKOIS,a2a,1240,40,AUROC,0.9460,0.9166,-0.0295
DEKOIS,ace,1240,40,AUROC,0.9991,0.9961,-0.0029
DEKOIS,ace2,1240,40,AUROC,0.9994,1.0000,+0.0006
DEKOIS,ache,1238,40,AUROC,0.9898,0.9261,-0.0637
DEKOIS,adam17,1239,40,AUROC,1.0000,0.9995,-0.0005
DEKOIS,adrb2,1240,40,AUROC,0.9327,0.8848,-0.0479
DEKOIS,akt1,1240,40,AUROC,0.8619,0.9200,+0.0581
DEKOIS,alr2,1240,40,AUROC,0.8780,0.7059,-0.1721
DEKOIS,ar,1238,40,AUROC,0.9394,0.9612,+0.0217
DEKOIS,aurka,1240,40,AUROC,0.9580,0.9206,-0.0374
DEKOIS,aurkb,1239,40,AUROC,0.8905,0.9750,+0.0845
DEKOIS,bcl2,1240,40,AUROC,0.9592,0.9598,+0.0006
DEKOIS,braf,1240,40,AUROC,0.9978,0.9919,-0.0059
DEKOIS,catl,1240,40,AUROC,0.9597,0.9763,+0.0165
DEKOIS,cdk2,1240,40,AUROC,0.8797,0.9321,+0.0524
DEKOIS,cox1,1239,40,AUROC,0.9624,0.9734,+0.0110
DEKOIS,cox2,1239,40,AUROC,0.9918,0.9956,+0.0038
DEKOIS,ctsk,1240,40,AUROC,0.9696,0.9315,-0.0381
DEKOIS,cyp2a6,1239,40,AUROC,0.6446,0.8053,+0.1607
DEKOIS,dhfr,1239,40,AUROC,0.9615,0.9707,+0.0092
DEKOIS,egfr,1237,40,AUROC,0.8411,0.8206,-0.0205
DEKOIS,ephb4,1239,40,AUROC,0.9118,0.8963,-0.0155
DEKOIS,er-beta,1240,40,AUROC,0.9717,0.9686,-0.0031
DEKOIS,erbb2,1239,40,AUROC,0.9124,0.9903,+0.0779
DEKOIS,fgfr1,1240,40,AUROC,0.9851,0.9379,-0.0472
DEKOIS,fkbp1a,1240,40,AUROC,0.9867,0.9919,+0.0052
DEKOIS,fxa,1240,40,AUROC,0.9867,0.9914,+0.0047
DEKOIS,gba,1236,40,AUROC,0.7595,0.7712,+0.0117
DEKOIS,gr,1240,40,AUROC,0.9549,0.9483,-0.0066
DEKOIS,gsk3b,1239,40,AUROC,0.9278,0.9430,+0.0153
DEKOIS,hdac2,1240,40,AUROC,0.9642,0.9946,+0.0304
DEKOIS,hdac8,1240,40,AUROC,0.9636,0.9748,+0.0112
DEKOIS,hiv1pr,1240,40,AUROC,0.9881,0.9754,-0.0127
DEKOIS,hiv1rt,1237,40,AUROC,0.9475,0.9348,-0.0127
DEKOIS,hmgr,1240,40,AUROC,0.9905,0.9894,-0.0011
DEKOIS,hsp90,1240,40,AUROC,0.9985,0.9998,+0.0013
DEKOIS,igf1r,1240,40,AUROC,0.9815,0.8998,-0.0817
DEKOIS,inha,1240,40,AUROC,0.6977,0.5480,-0.1497
DEKOIS,itk,1238,40,AUROC,0.9353,0.9029,-0.0324
DEKOIS,jak3,1240,40,AUROC,0.8541,0.9001,+0.0460
DEKOIS,jnk1,1240,40,AUROC,0.8309,0.8882,+0.0573
DEKOIS,jnk2,1240,40,AUROC,0.8301,0.9438,+0.1137
DEKOIS,jnk3,1240,40,AUROC,0.8126,0.8849,+0.0723
DEKOIS,kif11,1240,40,AUROC,0.9247,0.9755,+0.0507
DEKOIS,lck,1239,40,AUROC,0.9769,0.9579,-0.0189
DEKOIS,mdm2,1240,40,AUROC,0.9700,0.9795,+0.0095
DEKOIS,mk2,1239,40,AUROC,0.9889,0.9678,-0.0211
DEKOIS,mmp2,1238,40,AUROC,0.9686,0.9603,-0.0083
DEKOIS,na,1238,40,AUROC,0.9997,1.0000,+0.0003
DEKOIS,p38-alpha,1240,40,AUROC,0.9470,0.9823,+0.0353
DEKOIS,parp-1,1237,40,AUROC,0.9069,0.9377,+0.0308
DEKOIS,pde4b,1240,40,AUROC,0.9744,0.9852,+0.0109
DEKOIS,pde5,1240,40,AUROC,0.9725,0.9807,+0.0082
DEKOIS,pdk1,1240,40,AUROC,0.9214,0.9647,+0.0433
DEKOIS,pi3kg,1240,40,AUROC,0.9917,0.9937,+0.0021
DEKOIS,pim-1,1239,40,AUROC,0.9052,0.9164,+0.0113
DEKOIS,pim-2,1237,40,AUROC,0.9250,0.9696,+0.0447
DEKOIS,pnp,1236,40,AUROC,0.9462,0.9989,+0.0527
DEKOIS,ppara,1240,40,AUROC,0.9745,0.9889,+0.0143
DEKOIS,pparg,1240,40,AUROC,0.9215,0.9339,+0.0124
DEKOIS,pr,1239,40,AUROC,0.8078,0.8470,+0.0391
DEKOIS,prkcq,1239,40,AUROC,0.9397,0.7733,-0.1664
DEKOIS,pygl-in,1240,40,AUROC,0.9256,0.9374,+0.0118
DEKOIS,pygl-out,1240,40,AUROC,0.9769,0.9706,-0.0063
DEKOIS,qpct,1240,40,AUROC,0.8939,0.9659,+0.0721
DEKOIS,rock-1,1240,40,AUROC,0.9645,0.9434,-0.0211
DEKOIS,rxr,1239,40,AUROC,1.0000,0.9966,-0.0034
DEKOIS,sars-hcov,1207,39,AUROC,0.7072,0.6614,-0.0458
DEKOIS,sirt2,1238,40,AUROC,0.6498,0.7032,+0.0534
DEKOIS,src,1240,40,AUROC,0.8553,0.8834,+0.0281
DEKOIS,thrombin,1240,40,AUROC,0.9677,0.9680,+0.0003
DEKOIS,tie2,1240,40,AUROC,0.8682,0.9335,+0.0653
DEKOIS,tk,1238,40,AUROC,0.9648,0.9920,+0.0272
DEKOIS,tp,1236,40,AUROC,0.9208,0.8517,-0.0691
DEKOIS,tpa,1238,40,AUROC,0.9058,0.9274,+0.0216
DEKOIS,ts,1237,40,AUROC,0.9822,0.9528,-0.0293
DEKOIS,upa,1239,40,AUROC,0.7896,0.7277,-0.0619
DEKOIS,vegfr1,1239,40,AUROC,0.8116,0.8638,+0.0522
DEKOIS,vegfr2,1240,40,AUROC,0.9551,0.8626,-0.0924
PCBA,ADRB2,312418,17,EF1%,17.6424,11.7616,-5.8808
PCBA,ALDH1,144976,7166,EF1%,1.3514,1.6464,+0.2950
PCBA,ESR1_ago,5595,13,EF1%,15.3709,23.0563,+7.6854
PCBA,ESR1_ant,5049,102,EF1%,1.9412,2.9118,+0.9706
PCBA,FEN1,355678,369,EF1%,8.4006,4.8777,-3.5228
PCBA,GBA,296037,166,EF1%,3.6137,4.2160,+0.6023
PCBA,IDH1,361997,39,EF1%,0.0000,0.0000,+0.0000
PCBA,KAT2A,348606,194,EF1%,2.0613,2.0613,+0.0000
PCBA,MAPK1,62808,308,EF1%,2.2694,1.2968,-0.9726
PCBA,MTORC1,33069,97,EF1%,1.0300,2.0599,+1.0300
PCBA,OPRK1,269769,24,EF1%,8.3324,8.3324,+0.0000
PCBA,PKM2,246003,546,EF1%,0.1831,0.0000,-0.1831
PCBA,PPARG,5237,27,EF1%,29.2774,29.2774,+0.0000
PCBA,TP53,4247,79,EF1%,1.2502,0.0000,-1.2502
PCBA,VDR,356123,882,EF1%,1.8137,1.8137,+0.0000
PCBA,ADRB2,312418,17,EF5%,3.5294,3.5294,+0.0000
PCBA,ALDH1,144976,7166,EF5%,1.0047,1.1245,+0.1198
PCBA,ESR1_ago,5595,13,EF5%,4.6113,4.6113,+0.0000
PCBA,ESR1_ant,5049,102,EF5%,1.3696,0.9783,-0.3913
PCBA,FEN1,355678,369,EF5%,4.1734,3.4146,-0.7588
PCBA,GBA,296037,166,EF5%,1.8072,1.9277,+0.1205
PCBA,IDH1,361997,39,EF5%,0.0000,1.0256,+1.0256
PCBA,KAT2A,348606,194,EF5%,1.7525,1.0309,-0.7216
PCBA,MAPK1,62808,308,EF5%,1.4932,1.2335,-0.2597
PCBA,MTORC1,33069,97,EF5%,3.2979,2.0612,-1.2367
PCBA,OPRK1,269769,24,EF5%,2.4999,1.6666,-0.8333
PCBA,PKM2,246003,546,EF5%,0.5860,0.1099,-0.4762
PCBA,PPARG,5237,27,EF5%,7.4032,8.1435,+0.7403
PCBA,TP53,4247,79,EF5%,2.0191,0.7572,-1.2620
PCBA,VDR,356123,882,EF5%,1.2244,1.1180,-0.1064
PCBA,ADRB2,312418,17,BEDROC,0.1590,0.1311,-0.0279
PCBA,ALDH1,144976,7166,BEDROC,0.0635,0.0742,+0.0107
PCBA,ESR1_ago,5595,13,BEDROC,0.1620,0.2290,+0.0670
PCBA,ESR1_ant,5049,102,BEDROC,0.0570,0.0610,+0.0040
PCBA,FEN1,355678,369,BEDROC,0.0811,0.0556,-0.0255
PCBA,GBA,296037,166,BEDROC,0.0400,0.0388,-0.0012
PCBA,IDH1,361997,39,BEDROC,0.0000,0.0094,+0.0094
PCBA,KAT2A,348606,194,BEDROC,0.0228,0.0210,-0.0018
PCBA,MAPK1,62808,308,BEDROC,0.0370,0.0200,-0.0170
PCBA,MTORC1,33069,97,BEDROC,0.0354,0.0328,-0.0026
PCBA,OPRK1,269769,24,BEDROC,0.0990,0.0836,-0.0154
PCBA,PKM2,246003,546,BEDROC,0.0078,0.0014,-0.0064
PCBA,PPARG,5237,27,BEDROC,0.3130,0.3340,+0.0210
PCBA,TP53,4247,79,BEDROC,0.0467,0.0051,-0.0416
PCBA,VDR,356123,882,BEDROC,0.0194,0.0201,+0.0007
PCBA,ADRB2,312418,17,AUROC,0.6919,0.6547,-0.0372
PCBA,ALDH1,144976,7166,AUROC,0.4854,0.5168,+0.0315
PCBA,ESR1_ago,5595,13,AUROC,0.5893,0.6011,+0.0118
PCBA,ESR1_ant,5049,102,AUROC,0.4950,0.4864,-0.0086
PCBA,FEN1,355678,369,AUROC,0.7737,0.7477,-0.0260
PCBA,GBA,296037,166,AUROC,0.5032,0.5777,+0.0745
PCBA,IDH1,361997,39,AUROC,0.5388,0.5542,+0.0155
PCBA,KAT2A,348606,194,AUROC,0.5909,0.5826,-0.0083
PCBA,MAPK1,62808,308,AUROC,0.5211,0.5089,-0.0123
PCBA,MTORC1,33069,97,AUROC,0.6100,0.5567,-0.0533
PCBA,OPRK1,269769,24,AUROC,0.6705,0.4648,-0.2057
PCBA,PKM2,246003,546,AUROC,0.4671,0.5243,+0.0573
PCBA,PPARG,5237,27,AUROC,0.8104,0.8009,-0.0095
PCBA,TP53,4247,79,AUROC,0.4355,0.4258,-0.0097
PCBA,VDR,356123,882,AUROC,0.5083,0.4417,-0.0666
