baseline,layer,uniprot,n_actives,spearman
learned_ridge,L4,Q13574,576,0.2333
learned_ridge,L4,Q13639,49,0.3978
learned_ridge,L4,Q13686,40,0.0139
learned_ridge,L4,Q13724,529,0.1534
learned_ridge,L4,Q14191,1507,0.0030
learned_ridge,L4,Q14721,30,-0.1352
learned_ridge,L4,Q15040,24,0.1672
learned_ridge,L4,Q15078,52,0.5227
learned_ridge,L4,Q15116,107,0.2325
learned_ridge,L4,Q15369,11,0.2364
learned_ridge,L4,Q15633,42,-0.0355
learned_ridge,L4,Q15726,27,0.3438
learned_ridge,L4,Q16204,30,-0.3158
learned_ridge,L4,Q16236,86,0.4128
learned_ridge,L4,Q16531,491,-0.1543
learned_ridge,L4,Q16548,13,-0.1538
learned_ridge,L4,Q16739,309,-0.0107
learned_ridge,L4,Q16832,326,0.1541
learned_ridge,L4,Q16853,84,0.1126
learned_ridge,L4,Q29550,15,-0.4381
learned_ridge,L4,Q2FYS5,29,-0.1169
learned_ridge,L4,Q3SYC2,15,0.4179
learned_ridge,L4,Q5JRX3,57,-0.5102
learned_ridge,L4,Q5M868,79,-0.0449
learned_ridge,L4,Q60795,27,-0.2888
learned_ridge,L4,Q695T7,201,0.0945
learned_ridge,L4,Q6NS38,14,0.4549
learned_ridge,L4,Q6SZW1,243,-0.5520
learned_ridge,L4,Q70CQ3,231,-0.0823
learned_ridge,L4,Q7KAN4,31,0.2918
learned_ridge,L4,Q7Z3E1,574,0.0100
learned_ridge,L4,Q7Z5P4,894,-0.0718
learned_ridge,L4,Q86SK9,54,-0.0486
learned_ridge,L4,Q86UE8,68,-0.0127
learned_ridge,L4,Q86YV6,14,0.0220
learned_ridge,L4,Q8BHB0,28,0.1820
learned_ridge,L4,Q8IU80,15,-0.0286
learned_ridge,L4,Q8IVG9,14,0.0532
learned_ridge,L4,Q8N1C3,201,0.3207
learned_ridge,L4,Q8NEV1,11,0.3371
learned_ridge,L4,Q8NFR9,23,-0.2344
learned_ridge,L4,Q8NHG7,90,0.1857
learned_ridge,L4,Q8TAF3,43,-0.0289
learned_ridge,L4,Q8TD08,11,0.2091
learned_ridge,L4,Q8TDU9,10,-0.2000
learned_ridge,L4,Q8VCR2,23,0.4061
learned_ridge,L4,Q8WXE1,108,0.3299
learned_ridge,L4,Q8WYB5,192,0.1880
learned_ridge,L4,Q92551,192,0.0219
learned_ridge,L4,Q92743,12,0.0699
learned_ridge,L4,Q92794,859,0.1608
learned_ridge,L4,Q92905,23,0.2347
learned_ridge,L4,Q92932,511,0.2092
learned_ridge,L4,Q96DB2,71,0.0209
learned_ridge,L4,Q96GX5,258,-0.1040
learned_ridge,L4,Q96KP4,110,0.1215
learned_ridge,L4,Q96PC2,44,-0.0809
learned_ridge,L4,Q96PD7,67,0.4316
learned_ridge,L4,Q96QP1,445,0.0604
learned_ridge,L4,Q96RJ0,25,0.1977
learned_ridge,L4,Q96RU2,48,0.1911
learned_ridge,L4,Q99705,33,0.1176
learned_ridge,L4,Q99788,44,-0.1946
learned_ridge,L4,Q99986,38,-0.3416
learned_ridge,L4,Q9BQ50,116,0.2225
learned_ridge,L4,Q9BQA1,62,-0.2682
learned_ridge,L4,Q9BVC4,10,0.3404
learned_ridge,L4,Q9BW19,195,0.1984
learned_ridge,L4,Q9BY08,39,-0.1552
learned_ridge,L4,Q9BZ95,11,-0.1187
learned_ridge,L4,Q9DGD3,74,0.5184
learned_ridge,L4,Q9GZQ6,25,0.4631
learned_ridge,L4,Q9GZZ6,11,0.8598
learned_ridge,L4,Q9H093,11,0.6119
learned_ridge,L4,Q9H0K1,109,0.2307
learned_ridge,L4,Q9H299,15,0.3750
learned_ridge,L4,Q9H300,16,0.6059
learned_ridge,L4,Q9H7M9,24,-0.0452
learned_ridge,L4,Q9H7Z6,38,0.0883
learned_ridge,L4,Q9HB14,15,0.0000
learned_ridge,L4,Q9HBX9,45,0.7272
learned_ridge,L4,Q9HC35,15,0.0964
learned_ridge,L4,Q9HC84,185,0.0418
learned_ridge,L4,Q9HCE5,193,0.2701
learned_ridge,L4,Q9IWW8,18,-0.2841
learned_ridge,L4,Q9NPF7,50,-0.2811
learned_ridge,L4,Q9NPH5,96,0.3072
learned_ridge,L4,Q9NR19,142,-0.0398
learned_ridge,L4,Q9NR96,38,-0.0553
learned_ridge,L4,Q9NSD7,15,0.6822
learned_ridge,L4,Q9NSU2,116,-0.0178
learned_ridge,L4,Q9NVM4,10,-0.0920
learned_ridge,L4,Q9NY59,20,0.4006
learned_ridge,L4,Q9UBE0,339,0.2063
learned_ridge,L4,Q9UBM7,299,0.2008
learned_ridge,L4,Q9UGI9,13,0.1538
learned_ridge,L4,Q9UHH9,91,-0.2111
learned_ridge,L4,Q9UJ71,73,0.0364
learned_ridge,L4,Q9UKP4,289,0.3602
learned_ridge,L4,Q9UKX2,46,-0.2001
learned_ridge,L4,Q9ULC5,179,0.0977
learned_ridge,L4,Q9ULV8,569,0.4420
learned_ridge,L4,Q9WHN8,201,0.2069
learned_ridge,L4,Q9Y239,58,0.4244
learned_ridge,L4,Q9Y2I1,10,-0.4545
learned_ridge,L4,Q9Y2I7,394,0.1364
learned_ridge,L4,Q9Y5X5,17,0.2255
learned_ridge,L4,Q9Y618,16,-0.3061
