baseline,layer,uniprot,n_actives,spearman
oracle,L2,Q86W56,341,0.7203
oracle,L2,Q86WV6,170,0.8229
oracle,L2,Q86X55,47,0.4043
oracle,L2,Q8IVH8,332,0.7658
oracle,L2,Q8IXJ6,17,0.4464
oracle,L2,Q8IYT8,11,0.6537
oracle,L2,Q8N884,308,0.8279
oracle,L2,Q8NEB9,57,0.2117
oracle,L2,Q8NER1,44,0.2417
oracle,L2,Q8NET8,296,0.6545
oracle,L2,Q8NFU5,66,0.4045
oracle,L2,Q8NI77,1090,0.6789
oracle,L2,Q8R4B8,58,0.6284
oracle,L2,Q8TDV5,30,0.1151
oracle,L2,Q8TF76,37,0.1358
oracle,L2,Q92633,560,0.5217
oracle,L2,Q92769,338,0.7746
oracle,L2,Q92793,437,0.1686
oracle,L2,Q92831,41,0.5492
oracle,L2,Q92918,2271,0.8411
oracle,L2,Q92993,93,0.5968
oracle,L2,Q93009,293,0.6829
oracle,L2,Q969S8,11,-0.7364
oracle,L2,Q96GG9,510,0.5785
oracle,L2,Q96KQ7,34,0.1483
oracle,L2,Q96P20,444,0.8910
oracle,L2,Q96RI1,61,0.1424
oracle,L2,Q96S37,30,0.2535
oracle,L2,Q96SW2,673,0.7294
oracle,L2,Q99558,55,0.1232
oracle,L2,Q99571,49,0.6249
oracle,L2,Q99572,27,0.8242
oracle,L2,Q99640,286,0.7627
oracle,L2,Q99683,76,0.5609
oracle,L2,Q99685,380,0.6092
oracle,L2,Q99720,42,0.2556
oracle,L2,Q99814,114,0.3282
oracle,L2,Q99873,30,0.3623
oracle,L2,Q9BUB5,116,0.8633
oracle,L2,Q9BWU1,17,-0.3472
oracle,L2,Q9BY41,393,0.5851
oracle,L2,Q9BZP6,13,-0.5640
oracle,L2,Q9C0B1,30,0.0708
oracle,L2,Q9GZT9,78,0.7915
oracle,L2,Q9H2K2,80,0.3766
oracle,L2,Q9H3N8,55,0.5367
oracle,L2,Q9H7B4,25,0.0249
oracle,L2,Q9H8M2,391,0.5406
oracle,L2,Q9H999,81,0.5937
oracle,L2,Q9HAZ1,135,0.6338
oracle,L2,Q9HBH9,104,0.5159
oracle,L2,Q9NQS5,46,0.2974
oracle,L2,Q9NR48,35,0.7044
oracle,L2,Q9NR97,58,0.8727
oracle,L2,Q9NSY1,68,0.2745
oracle,L2,Q9NWZ3,1458,0.7942
oracle,L2,Q9NXS2,41,0.8475
oracle,L2,Q9NYK1,58,0.6716
oracle,L2,Q9NYL2,12,0.0629
oracle,L2,Q9NYV4,282,0.4193
oracle,L2,Q9NZQ7,876,0.7803
oracle,L2,Q9P1W9,19,0.0421
oracle,L2,Q9P2K8,86,0.7246
oracle,L2,Q9QYN8,26,0.4810
oracle,L2,Q9UBF8,26,0.5069
oracle,L2,Q9UBN7,1401,0.7884
oracle,L2,Q9UDY8,417,0.5769
oracle,L2,Q9UEE5,20,-0.3389
oracle,L2,Q9UGN5,164,0.5271
oracle,L2,Q9UIQ6,17,0.3026
oracle,L2,Q9UK32,22,0.3458
oracle,L2,Q9UKE5,50,0.0819
oracle,L2,Q9UL62,57,0.4523
oracle,L2,Q9ULX7,12,-0.5018
oracle,L2,Q9UM07,824,0.6336
oracle,L2,Q9UM73,116,0.7377
oracle,L2,Q9UNA0,80,0.6628
oracle,L2,Q9UNQ0,12,-0.0737
oracle,L2,Q9UQB9,15,0.6810
oracle,L2,Q9UQD0,322,0.7788
oracle,L2,Q9Y233,81,0.8160
oracle,L2,Q9Y251,53,0.7171
oracle,L2,Q9Y2K2,44,0.3630
oracle,L2,Q9Y572,30,0.1209
oracle,L2,Q9Y5N1,28,0.3518
oracle,L2,Q9Y5Y6,30,0.2343
oracle,L2,Q9Y5Y9,632,0.6485
oracle,L2,Q9Y5Z0,317,0.7287
oracle,L2,Q9Y657,11,-0.5000
oracle,L2,Q9Z0U4,22,-0.0641
oracle,L2,Q9Z1M0,11,-0.0818
oracle,L3,A0A1D8PKB4,12,0.0666
oracle,L3,C7FF05,92,0.4495
oracle,L3,O14638,91,0.4213
oracle,L3,O43526,27,0.4592
oracle,L3,O94921,100,0.5348
oracle,L3,P01111,469,0.4591
oracle,L3,P05556,27,0.4339
oracle,L3,P05622,378,0.6161
oracle,L3,P06802,41,-0.0105
oracle,L3,P08515,23,0.6453
oracle,L3,P08519,75,0.2829
oracle,L3,P09487,11,-0.8155
oracle,L3,P0DTC1,855,0.7048
oracle,L3,P11498,23,0.2271
oracle,L3,P11926,14,0.4670
oracle,L3,P17787,12,0.4406
oracle,L3,P18507,13,0.1354
oracle,L3,P18564,36,0.4509
oracle,L3,P25090,12,-0.2657
oracle,L3,P28347,238,0.4982
oracle,L3,P30405,78,0.3135
oracle,L3,P30518,38,0.4202
oracle,L3,P36222,87,0.2518
oracle,L3,P37288,110,0.6132
oracle,L3,P40879,20,0.8172
oracle,L3,P41149,26,0.1255
oracle,L3,P43220,129,0.8417
oracle,L3,P43250,22,0.3162
oracle,L3,P51684,11,-0.7091
oracle,L3,P56450,13,-0.1513
oracle,L3,P56528,103,0.6150
oracle,L3,P97821,83,0.4923
oracle,L3,Q00959,15,0.1679
oracle,L3,Q00961,21,0.5625
oracle,L3,Q01727,29,0.0798
oracle,L3,Q02779,16,0.1382
oracle,L3,Q14123,40,0.1558
oracle,L3,Q15391,28,-0.0391
oracle,L3,Q15562,180,0.5424
oracle,L3,Q15878,151,0.4735
oracle,L3,Q16665,28,0.1517
oracle,L3,Q62645,15,0.0571
oracle,L3,Q8R431,14,-0.2571
oracle,L3,Q92830,159,0.2279
oracle,L3,Q96LB1,69,0.4484
oracle,L3,Q99594,102,0.6706
oracle,L3,Q9HCR9,40,0.6483
oracle,L3,Q9NP56,71,0.4958
oracle,L3,Q9NPC1,17,-0.1423
oracle,L3,Q9NR22,11,0.2179
oracle,L3,Q9UKS7,39,0.3452
oracle,L3,Q9Y4K4,10,-0.5152
oracle,L3,Q9Y6M4,34,0.3522
oracle,L4,C9J9Y7,602,0.4352
oracle,L4,I6WXK4,23,0.0168
oracle,L4,O00187,338,0.8145
oracle,L4,O00411,227,0.5259
oracle,L4,O00443,99,0.3088
oracle,L4,O00748,19,-0.6467
oracle,L4,O00750,17,0.5088
oracle,L4,O00767,37,0.2709
oracle,L4,O14578,152,0.3041
oracle,L4,O14874,106,0.6548
oracle,L4,O14929,34,0.2748
oracle,L4,O14980,49,0.4960
oracle,L4,O15393,40,0.3829
oracle,L4,O42275,118,0.3993
oracle,L4,O43525,26,0.6248
oracle,L4,O43741,15,0.3309
oracle,L4,O54890,10,-0.7754
oracle,L4,O60285,37,0.1767
oracle,L4,O60331,33,0.6267
oracle,L4,O60427,236,0.2493
oracle,L4,O60563,156,0.6323
oracle,L4,O75106,61,0.2450
oracle,L4,O75143,36,0.3004
oracle,L4,O75365,25,0.0208
oracle,L4,O75747,229,0.2580
oracle,L4,O75909,169,0.6561
oracle,L4,O77963,137,0.6115
oracle,L4,O88634,66,0.4042
oracle,L4,O94782,406,0.5640
oracle,L4,O94956,10,-0.2364
oracle,L4,O95069,18,0.1860
oracle,L4,O95278,18,0.5610
oracle,L4,O95835,73,0.4772
oracle,L4,O95931,41,-0.0519
oracle,L4,P01127,206,0.4209
oracle,L4,P01584,31,0.1759
oracle,L4,P03421,18,0.0558
oracle,L4,P04296,190,0.5200
oracle,L4,P05067,86,0.5004
oracle,L4,P08546,82,0.7402
oracle,L4,P08648,10,-0.5897
oracle,L4,P09246,80,0.6448
oracle,L4,P09391,11,0.2278
oracle,L4,P09871,421,0.7476
oracle,L4,P09936,14,0.3278
oracle,L4,P0AES4,133,0.6682
oracle,L4,P0C1S7,22,0.4936
oracle,L4,P0C1U9,22,0.4936
oracle,L4,P10636,11,-0.5000
oracle,L4,P11166,69,0.5624
oracle,L4,P11169,13,-0.4286
oracle,L4,P11274,20,0.7925
oracle,L4,P12429,34,0.3224
oracle,L4,P12955,13,-0.0704
oracle,L4,P13612,929,0.6745
oracle,L4,P14060,74,0.2207
oracle,L4,P14416,320,0.6061
oracle,L4,P14672,39,0.2283
oracle,L4,P14916,11,0.5194
oracle,L4,P15692,59,0.0783
oracle,L4,P15823,11,-0.3781
oracle,L4,P16101,116,0.6506
oracle,L4,P16406,29,0.4676
oracle,L4,P16788,454,0.7102
oracle,L4,P17927,69,0.3327
oracle,L4,P17948,94,0.4904
oracle,L4,P18510,12,-0.0210
oracle,L4,P18848,40,0.0544
oracle,L4,P19525,181,0.6298
oracle,L4,P20248,45,0.4024
oracle,L4,P20648,112,0.4041
oracle,L4,P21842,49,0.4859
oracle,L4,P21917,65,0.4704
oracle,L4,P22001,351,0.6613
oracle,L4,P22629,23,0.5503
oracle,L4,P22681,16,0.3331
oracle,L4,P22830,17,-0.4132
oracle,L4,P23743,544,0.7619
oracle,L4,P23944,11,-0.3781
oracle,L4,P24385,213,0.7375
oracle,L4,P24530,10,0.3818
oracle,L4,P24863,18,-0.2965
oracle,L4,P24864,68,0.6859
oracle,L4,P25101,16,0.1369
oracle,L4,P25322,31,0.6400
oracle,L4,P25929,102,0.7449
oracle,L4,P26012,25,-0.0447
oracle,L4,P27986,66,0.8203
oracle,L4,P28223,1200,0.6550
oracle,L4,P28472,12,0.0562
oracle,L4,P29371,26,0.1699
oracle,L4,P30281,17,0.3276
oracle,L4,P30550,13,0.7857
oracle,L4,P30990,76,0.5054
oracle,L4,P31350,16,0.0379
oracle,L4,P34969,101,0.3639
oracle,L4,P35348,15,0.3718
oracle,L4,P35462,109,0.7394
oracle,L4,P35869,36,0.1675
oracle,L4,P37059,47,0.1347
oracle,L4,P37840,115,0.4344
oracle,L4,P38158,11,-0.5364
oracle,L4,P41235,18,0.2913
oracle,L4,P42226,43,0.2658
oracle,L4,P43140,11,-0.3781
oracle,L4,P43251,28,0.3070
oracle,L4,P43341,153,0.5802
oracle,L4,P43354,35,0.2674
oracle,L4,P46976,22,0.0249
oracle,L4,P48025,13,-0.0769
oracle,L4,P48048,30,-0.4528
oracle,L4,P48549,22,0.2847
oracle,L4,P49238,19,0.3614
oracle,L4,P49721,15,-0.5796
oracle,L4,P49959,12,-0.3025
oracle,L4,P50052,214,0.8059
oracle,L4,P51946,104,0.7160
oracle,L4,P52429,81,0.4944
oracle,L4,P54278,85,0.8582
oracle,L4,P57059,84,0.5642
oracle,L4,P62837,39,0.1127
oracle,L4,P78396,27,0.4264
oracle,L4,P95160,23,0.5258
oracle,L4,P97639,24,-0.1888
oracle,L4,Q01538,1302,0.7447
oracle,L4,Q01973,22,-0.6473
oracle,L4,Q02974,26,0.3015
oracle,L4,Q03164,268,0.5048
oracle,L4,Q04912,11,-0.6483
oracle,L4,Q06830,30,-0.1536
oracle,L4,Q08211,707,0.5830
oracle,L4,Q08828,68,0.1222
oracle,L4,Q10469,171,0.5503
oracle,L4,Q12809,39,0.3691
oracle,L4,Q13094,30,0.7156
oracle,L4,Q13191,1232,0.7532
oracle,L4,Q13233,58,0.7816
oracle,L4,Q13535,477,0.6973
oracle,L4,Q13541,354,0.6686
oracle,L4,Q13564,23,-0.0044
oracle,L4,Q13574,576,0.5554
oracle,L4,Q13639,49,0.3648
oracle,L4,Q13686,40,0.3453
oracle,L4,Q13724,529,0.8877
oracle,L4,Q14191,1507,0.8127
oracle,L4,Q14721,30,0.3981
oracle,L4,Q15040,24,-0.0614
oracle,L4,Q15078,52,0.4176
oracle,L4,Q15116,107,0.3995
oracle,L4,Q15369,11,-0.2897
oracle,L4,Q15633,42,0.2288
oracle,L4,Q15726,27,0.4079
oracle,L4,Q16204,30,0.5068
oracle,L4,Q16236,86,0.6038
oracle,L4,Q16531,491,0.8062
oracle,L4,Q16548,13,-0.1319
oracle,L4,Q16739,309,0.8483
oracle,L4,Q16832,326,0.7489
oracle,L4,Q16853,84,0.6200
oracle,L4,Q29550,15,0.1184
oracle,L4,Q2FYS5,29,0.5215
oracle,L4,Q3SYC2,15,-0.0393
oracle,L4,Q5JRX3,57,0.7923
oracle,L4,Q5M868,79,0.3265
oracle,L4,Q60795,27,0.7845
oracle,L4,Q695T7,201,0.5856
oracle,L4,Q6NS38,14,-0.1165
oracle,L4,Q6SZW1,243,0.9194
oracle,L4,Q70CQ3,231,0.7043
oracle,L4,Q7KAN4,31,0.6271
oracle,L4,Q7Z3E1,574,0.8498
oracle,L4,Q7Z5P4,894,0.6520
oracle,L4,Q86SK9,54,-0.1951
oracle,L4,Q86UE8,68,0.4271
oracle,L4,Q86YV6,14,0.5853
oracle,L4,Q8BHB0,28,0.3714
oracle,L4,Q8IU80,15,0.2735
oracle,L4,Q8IVG9,14,-0.7572
oracle,L4,Q8N1C3,201,0.8464
oracle,L4,Q8NEV1,11,-0.4282
oracle,L4,Q8NFR9,23,0.5544
oracle,L4,Q8NHG7,90,0.6174
oracle,L4,Q8TAF3,43,0.2649
oracle,L4,Q8TD08,11,-0.5364
oracle,L4,Q8TDU9,10,-0.2242
oracle,L4,Q8VCR2,23,0.3923
oracle,L4,Q8WXE1,108,0.7336
oracle,L4,Q8WYB5,192,0.4781
oracle,L4,Q92551,192,0.3156
oracle,L4,Q92743,12,-0.2417
oracle,L4,Q92794,859,0.8272
oracle,L4,Q92905,23,0.1909
oracle,L4,Q92932,511,0.7160
oracle,L4,Q96DB2,71,0.6882
oracle,L4,Q96GX5,258,0.7895
oracle,L4,Q96KP4,110,0.1429
oracle,L4,Q96PC2,44,0.5405
oracle,L4,Q96PD7,67,0.7207
oracle,L4,Q96QP1,445,0.3842
oracle,L4,Q96RJ0,25,0.4990
oracle,L4,Q96RU2,48,0.6063
oracle,L4,Q99705,33,0.5222
oracle,L4,Q99788,44,0.4264
oracle,L4,Q99986,38,0.4424
oracle,L4,Q9BQ50,116,0.2954
oracle,L4,Q9BQA1,62,0.5831
oracle,L4,Q9BVC4,10,0.2128
oracle,L4,Q9BW19,195,0.3562
oracle,L4,Q9BY08,39,0.0278
oracle,L4,Q9BZ95,11,-0.5845
oracle,L4,Q9DGD3,74,0.7004
oracle,L4,Q9GZQ6,25,0.6500
oracle,L4,Q9GZZ6,11,0.3288
oracle,L4,Q9H093,11,-0.3357
oracle,L4,Q9H0K1,109,0.6632
oracle,L4,Q9H299,15,0.5465
oracle,L4,Q9H300,16,0.5645
oracle,L4,Q9H7M9,24,-0.3574
oracle,L4,Q9H7Z6,38,0.0588
oracle,L4,Q9HB14,15,-0.8227
oracle,L4,Q9HBX9,45,0.8144
oracle,L4,Q9HC35,15,-0.6929
oracle,L4,Q9HC84,185,0.4908
oracle,L4,Q9HCE5,193,0.5416
oracle,L4,Q9IWW8,18,0.0558
oracle,L4,Q9NPF7,50,0.3695
oracle,L4,Q9NPH5,96,0.5185
oracle,L4,Q9NR19,142,0.4892
oracle,L4,Q9NR96,38,0.6702
oracle,L4,Q9NSD7,15,0.6041
oracle,L4,Q9NSU2,116,0.3325
oracle,L4,Q9NVM4,10,-0.2469
oracle,L4,Q9NY59,20,0.6022
oracle,L4,Q9UBE0,339,0.1526
oracle,L4,Q9UBM7,299,0.5638
oracle,L4,Q9UGI9,13,0.0659
oracle,L4,Q9UHH9,91,0.4305
oracle,L4,Q9UJ71,73,0.2423
oracle,L4,Q9UKP4,289,0.6925
oracle,L4,Q9UKX2,46,0.3175
oracle,L4,Q9ULC5,179,0.4313
oracle,L4,Q9ULV8,569,0.7023
oracle,L4,Q9WHN8,201,0.4659
oracle,L4,Q9Y239,58,0.6574
oracle,L4,Q9Y2I1,10,-0.5228
oracle,L4,Q9Y2I7,394,0.5613
oracle,L4,Q9Y5X5,17,0.5807
oracle,L4,Q9Y618,16,0.7461
learned_ridge,L1,C7C422,35,0.1104
learned_ridge,L1,O00141,31,0.0531
learned_ridge,L1,O00329,182,0.3420
learned_ridge,L1,O00444,13,-0.1319
learned_ridge,L1,O00519,47,-0.0048
learned_ridge,L1,O00763,13,0.4155
learned_ridge,L1,O14744,24,0.3341
learned_ridge,L1,O14757,13,0.6851
learned_ridge,L1,O14965,23,0.4263
learned_ridge,L1,O15379,141,0.3629
learned_ridge,L1,O43353,246,0.1692
learned_ridge,L1,O43570,250,0.0047
learned_ridge,L1,O60218,33,0.0284
learned_ridge,L1,O60341,104,-0.2446
learned_ridge,L1,O60674,228,0.6457
learned_ridge,L1,O60885,58,-0.0151
learned_ridge,L1,O75116,34,-0.0148
learned_ridge,L1,O75385,10,0.6485
learned_ridge,L1,O75417,10,0.5471
learned_ridge,L1,O75460,34,0.2041
learned_ridge,L1,O75469,82,0.2783
learned_ridge,L1,O75762,15,0.0626
learned_ridge,L1,O75874,29,0.0675
learned_ridge,L1,O76074,54,0.4099
learned_ridge,L1,O76083,15,0.2811
learned_ridge,L1,O95271,19,0.0285
learned_ridge,L1,O95819,16,0.3473
learned_ridge,L1,O96013,21,0.3723
learned_ridge,L1,O96028,22,0.0322
learned_ridge,L1,P00338,11,0.5000
learned_ridge,L1,P00352,10,-0.8061
learned_ridge,L1,P00491,26,0.3470
learned_ridge,L1,P00519,47,0.4774
learned_ridge,L1,P00533,467,-0.0390
learned_ridge,L1,P00734,149,0.2189
learned_ridge,L1,P00742,20,-0.0576
learned_ridge,L1,P00915,169,0.2511
learned_ridge,L1,P00918,245,0.1356
learned_ridge,L1,P00956,78,0.0556
learned_ridge,L1,P01116,51,0.1079
learned_ridge,L1,P03372,40,0.1772
learned_ridge,L1,P04049,17,0.2236
learned_ridge,L1,P04626,96,0.2864
learned_ridge,L1,P04629,64,0.3494
learned_ridge,L1,P04798,63,0.1005
learned_ridge,L1,P05089,57,0.4288
learned_ridge,L1,P05177,42,0.2576
learned_ridge,L1,P05771,11,0.2936
learned_ridge,L1,P05979,30,0.0652
learned_ridge,L1,P06213,13,0.7238
learned_ridge,L1,P06239,68,-0.0126
learned_ridge,L1,P06276,49,0.2943
learned_ridge,L1,P06493,37,0.5568
learned_ridge,L1,P07333,103,0.2056
learned_ridge,L1,P07550,12,0.3818
learned_ridge,L1,P07711,41,0.1728
learned_ridge,L1,P07900,29,-0.5042
learned_ridge,L1,P07947,44,0.2590
learned_ridge,L1,P07948,13,0.7569
learned_ridge,L1,P07949,41,0.0153
learned_ridge,L1,P08069,40,0.6272
learned_ridge,L1,P08173,13,-0.0605
learned_ridge,L1,P08238,27,-0.4949
learned_ridge,L1,P08246,29,0.3008
learned_ridge,L1,P08253,14,0.7495
learned_ridge,L1,P08581,66,0.1926
learned_ridge,L1,P08908,47,-0.4669
learned_ridge,L1,P08913,22,0.1925
learned_ridge,L1,P08922,20,0.5768
learned_ridge,L1,P09619,19,0.7304
learned_ridge,L1,P09874,160,-0.0311
learned_ridge,L1,P0C6U8,12,0.6561
learned_ridge,L1,P0DMS8,69,0.0267
learned_ridge,L1,P0DTD1,420,0.0122
learned_ridge,L1,P10275,15,-0.0840
learned_ridge,L1,P10415,14,-0.1364
learned_ridge,L1,P10721,39,0.5748
learned_ridge,L1,P11275,13,0.1348
learned_ridge,L1,P11309,55,0.2131
learned_ridge,L1,P11362,56,0.0313
learned_ridge,L1,P11511,14,-0.2467
learned_ridge,L1,P11802,71,0.4356
learned_ridge,L1,P12931,91,-0.0149
learned_ridge,L1,P13569,20,-0.2503
learned_ridge,L1,P14324,10,-0.4739
learned_ridge,L1,P14618,12,-0.3147
learned_ridge,L1,P14679,11,-0.3462
learned_ridge,L1,P14867,45,-0.1428
learned_ridge,L1,P14902,50,-0.0766
learned_ridge,L1,P14920,14,-0.8783
learned_ridge,L1,P15056,58,-0.0159
learned_ridge,L1,P15121,18,0.4873
learned_ridge,L1,P15538,15,-0.1714
learned_ridge,L1,P16050,39,0.0654
learned_ridge,L1,P16083,16,-0.3118
learned_ridge,L1,P16110,13,-0.2376
learned_ridge,L1,P16234,39,0.3611
learned_ridge,L1,P17252,22,0.2496
learned_ridge,L1,P17706,17,0.4371
learned_ridge,L1,P17931,14,0.4785
learned_ridge,L1,P18031,116,0.3531
learned_ridge,L1,P18089,16,0.3735
learned_ridge,L1,P18825,20,0.3233
learned_ridge,L1,P19099,17,-0.1315
learned_ridge,L1,P19634,23,0.1992
learned_ridge,L1,P19793,16,0.7218
learned_ridge,L1,P20272,11,0.0425
learned_ridge,L1,P21397,21,0.4504
learned_ridge,L1,P21554,100,0.1580
learned_ridge,L1,P21589,24,0.0248
learned_ridge,L1,P21728,24,0.1652
learned_ridge,L1,P21802,18,-0.0010
learned_ridge,L1,P21918,12,-0.3357
learned_ridge,L1,P21964,30,0.1973
learned_ridge,L1,P22303,89,0.1447
learned_ridge,L1,P22413,189,0.0712
learned_ridge,L1,P22455,55,0.0468
learned_ridge,L1,P22607,20,0.0271
learned_ridge,L1,P22748,112,0.0996
learned_ridge,L1,P23458,197,0.7042
learned_ridge,L1,P23467,17,-0.1863
learned_ridge,L1,P24941,55,0.1010
learned_ridge,L1,P25440,13,0.1901
learned_ridge,L1,P25774,13,0.1319
learned_ridge,L1,P25779,11,0.2679
learned_ridge,L1,P27338,155,-0.0463
learned_ridge,L1,P27487,33,-0.6107
learned_ridge,L1,P28062,14,0.5604
learned_ridge,L1,P28074,37,0.4230
learned_ridge,L1,P28221,16,0.4382
learned_ridge,L1,P28222,15,0.3393
learned_ridge,L1,P28335,80,0.1683
learned_ridge,L1,P28482,15,0.5735
learned_ridge,L1,P28566,10,0.6687
learned_ridge,L1,P29274,14,0.3498
learned_ridge,L1,P29466,17,0.2502
learned_ridge,L1,P29597,187,0.1958
learned_ridge,L1,P30291,30,0.0036
learned_ridge,L1,P30530,50,-0.1990
learned_ridge,L1,P30542,20,0.1008
learned_ridge,L1,P31153,63,-0.3688
learned_ridge,L1,P31639,11,0.2273
learned_ridge,L1,P31645,11,0.3607
learned_ridge,L1,P31749,124,0.3072
learned_ridge,L1,P31751,35,-0.2114
learned_ridge,L1,P33981,29,-0.2752
learned_ridge,L1,P34913,124,0.2558
learned_ridge,L1,P34914,99,0.3943
learned_ridge,L1,P34972,67,0.2301
learned_ridge,L1,P35218,65,-0.0203
learned_ridge,L1,P35354,44,0.0173
learned_ridge,L1,P35367,10,0.1033
learned_ridge,L1,P35372,28,0.3115
learned_ridge,L1,P35439,11,0.0364
learned_ridge,L1,P35916,21,0.5094
learned_ridge,L1,P35968,136,0.3064
learned_ridge,L1,P36776,20,0.3975
learned_ridge,L1,P36888,84,0.3040
learned_ridge,L1,P36897,18,-0.3294
learned_ridge,L1,P37231,17,-0.3178
learned_ridge,L1,P41143,14,0.1012
learned_ridge,L1,P41145,193,-0.2180
learned_ridge,L1,P41182,63,-0.1224
learned_ridge,L1,P41240,18,0.5059
learned_ridge,L1,P41595,91,0.1844
learned_ridge,L1,P42330,33,0.1894
learned_ridge,L1,P42336,89,0.1841
learned_ridge,L1,P42338,50,0.5296
learned_ridge,L1,P42345,33,0.3930
learned_ridge,L1,P43166,81,0.1253
learned_ridge,L1,P43405,11,0.6515
learned_ridge,L1,P43490,17,0.0368
learned_ridge,L1,P45983,34,0.0538
learned_ridge,L1,P45984,32,-0.0180
learned_ridge,L1,P47746,17,0.1804
learned_ridge,L1,P47989,55,0.0366
learned_ridge,L1,P48039,13,-0.0138
learned_ridge,L1,P48735,11,-0.3881
learned_ridge,L1,P48736,124,0.4546
learned_ridge,L1,P49137,10,0.8160
learned_ridge,L1,P49286,18,0.2181
learned_ridge,L1,P49327,665,-0.1166
learned_ridge,L1,P49759,11,0.3516
learned_ridge,L1,P49760,13,0.5455
learned_ridge,L1,P49840,10,0.2761
learned_ridge,L1,P49841,24,0.1007
learned_ridge,L1,P50053,25,-0.1328
learned_ridge,L1,P50406,67,0.1080
learned_ridge,L1,P50613,22,0.2259
learned_ridge,L1,P50750,67,-0.4077
learned_ridge,L1,P51449,40,-0.1287
learned_ridge,L1,P51451,11,0.6775
learned_ridge,L1,P51531,17,0.4540
learned_ridge,L1,P51532,10,0.7091
learned_ridge,L1,P51617,15,-0.1929
learned_ridge,L1,P51812,16,0.5948
learned_ridge,L1,P51813,15,0.5791
learned_ridge,L1,P51955,17,0.6708
learned_ridge,L1,P52333,256,-0.0257
learned_ridge,L1,P53350,24,0.0440
learned_ridge,L1,P53634,58,0.2676
learned_ridge,L1,P53779,32,0.1083
learned_ridge,L1,P54646,23,-0.1082
learned_ridge,L1,P55055,13,-0.2967
learned_ridge,L1,P56524,28,0.1240
learned_ridge,L1,P56817,260,0.3217
learned_ridge,L1,P61964,17,0.3317
learned_ridge,L1,P62937,18,0.4827
learned_ridge,L1,P68400,14,0.4202
learned_ridge,L1,P78527,10,0.5671
learned_ridge,L1,P78540,16,0.6303
learned_ridge,L1,P80457,32,0.1978
learned_ridge,L1,P81908,46,-0.4957
learned_ridge,L1,Q00534,11,-0.2909
learned_ridge,L1,Q00535,19,0.2484
learned_ridge,L1,Q01650,18,0.2359
learned_ridge,L1,Q01827,30,-0.0249
learned_ridge,L1,Q02127,74,-0.0122
learned_ridge,L1,Q02750,14,0.2992
learned_ridge,L1,Q03181,15,0.4536
learned_ridge,L1,Q04609,36,-0.2701
learned_ridge,L1,Q04759,19,0.1591
learned_ridge,L1,Q05397,90,0.2358
learned_ridge,L1,Q05586,44,-0.0579
learned_ridge,L1,Q06124,28,0.3999
learned_ridge,L1,Q06187,355,0.3948
learned_ridge,L1,Q06418,27,0.3015
learned_ridge,L1,Q07343,47,-0.0216
learned_ridge,L1,Q07422,12,-0.5254
learned_ridge,L1,Q07817,14,0.1408
learned_ridge,L1,Q07820,52,-0.2606
learned_ridge,L1,Q07869,15,0.3321
learned_ridge,L1,Q07889,21,0.1624
learned_ridge,L1,Q07912,10,0.4424
learned_ridge,L1,Q08345,19,0.3766
learned_ridge,L1,Q08499,18,0.3748
learned_ridge,L1,Q08881,16,0.6311
learned_ridge,L1,Q12866,45,0.0179
learned_ridge,L1,Q12879,17,-0.2164
learned_ridge,L1,Q12884,48,0.0695
learned_ridge,L1,Q13043,50,0.3823
learned_ridge,L1,Q13085,12,-0.0317
learned_ridge,L1,Q13131,26,0.1214
learned_ridge,L1,Q13133,16,-0.2382
learned_ridge,L1,Q13164,16,0.2647
learned_ridge,L1,Q13188,50,0.3808
learned_ridge,L1,Q13224,34,0.1282
learned_ridge,L1,Q13315,14,-0.1896
learned_ridge,L1,Q13464,22,0.4601
learned_ridge,L1,Q13526,20,-0.1802
learned_ridge,L1,Q13546,54,0.4955
learned_ridge,L1,Q13547,361,0.1680
learned_ridge,L1,Q13627,111,0.1140
learned_ridge,L1,Q13822,28,0.2237
learned_ridge,L1,Q13946,12,0.3147
learned_ridge,L1,Q14145,13,-0.1703
learned_ridge,L1,Q14289,20,-0.0669
learned_ridge,L1,Q15059,43,-0.1904
learned_ridge,L1,Q15118,13,0.0550
learned_ridge,L1,Q15303,14,0.3348
learned_ridge,L1,Q15561,57,0.0185
learned_ridge,L1,Q15910,31,-0.0125
learned_ridge,L1,Q16288,20,0.1324
learned_ridge,L1,Q16512,16,0.5391
learned_ridge,L1,Q16539,14,0.4818
learned_ridge,L1,Q16620,19,0.5841
learned_ridge,L1,Q16678,107,0.0938
learned_ridge,L1,Q16769,27,0.2763
learned_ridge,L1,Q16790,205,-0.0843
learned_ridge,L1,Q2KHZ8,26,0.3355
learned_ridge,L1,Q2M2I8,29,-0.1049
learned_ridge,L1,Q5BJF2,38,0.0421
learned_ridge,L1,Q5S007,29,-0.0887
learned_ridge,L1,Q5TCY1,16,-0.1486
learned_ridge,L1,Q6GI75,16,0.0280
learned_ridge,L1,Q6P179,12,-0.2837
learned_ridge,L1,Q6ZQW0,96,0.1020
learned_ridge,L1,Q72547,35,0.3614
learned_ridge,L1,Q7ZJM1,10,-0.8081
learned_ridge,L1,Q86V86,25,0.5184
learned_ridge,L1,Q86W56,42,0.2522
learned_ridge,L1,Q86WV6,25,0.2220
learned_ridge,L1,Q86X55,48,0.0417
